#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Maximum temperature: 10 K
#	Minimum temperature: 8 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 2 A
#	Temperature ramp rate: 0.5 K/min
#	Resistance Range: 200000 Ohm
#	Time per measurement: 0.1 s
#Data:
Temperature (K),Resistance (ohm)
8.1039,124123.2
8.1056,124013.3
8.108,124053.9
8.1099,124058.4
8.1118,124127.2
8.1135,124087.9
8.1151,124038.4
8.1168,124071.9
8.1195,124127.5
8.1213,124049.5
8.123,123918.5
8.1247,124142.1
8.1265,124027.8
8.1284,124074.6
8.1302,124156.7
8.1319,124268.1
8.1335,124048.7
8.1353,124081.9
8.1371,124091.8
8.1398,124059.5
8.1413,124071.8
8.143,124106.3
8.1448,124033.5
8.1467,124148.2
8.1484,124125.7
8.1508,124179.6
8.1526,124111.7
8.1545,124154.3
8.1563,124130.5
8.1579,124105.4
8.1595,124091.4
8.1613,124079.9
8.1631,124133.8
8.1649,124100.2
8.1672,124186.9
8.1689,124204.8
8.1708,123910.3
8.1726,124159.2
8.1743,124120.4
8.1759,124063.2
8.1776,124090.3
8.1794,124146.0
8.1813,124070.0
8.1838,124121.0
8.1854,124205.5
8.1872,124126.1
8.1899,124076.6
8.1917,124110.6
8.1932,124141.4
8.195,124120.9
8.1968,124131.8
8.1987,124114.2
8.2012,124101.6
8.2027,124120.6
8.2045,124160.7
8.2064,124127.3
8.2081,124000.1
8.2097,124055.4
8.2122,124016.9
8.214,124098.7
8.2158,124037.0
8.2175,124039.6
8.2191,124103.7
8.2217,124018.0
8.2235,123994.0
8.2252,124092.3
8.2268,124057.4
8.2284,124115.4
8.2301,124156.5
8.2328,124180.4
8.2344,124090.3
8.236,124059.7
8.2377,124095.2
8.2395,124060.9
8.2413,124149.3
8.2429,124064.4
8.2444,124177.3
8.247,124094.7
8.2489,124027.1
8.2507,124070.9
8.2523,124070.7
8.2539,124153.8
8.2557,124094.5
8.2575,124081.1
8.2602,124078.6
8.2617,124036.7
8.2634,124129.0
8.2653,124097.4
8.2671,124040.8
8.2689,124087.3
8.2704,124140.1
8.2721,124154.9
8.2739,124124.6
8.2757,124173.0
8.2783,124135.1
8.2799,124162.2
8.2817,124188.2
8.2836,124172.8
8.2854,124165.5
8.287,124106.5
8.2896,124128.0
8.2915,124128.1
8.2933,124115.7
8.295,124079.1
8.2966,124086.5
8.2983,124071.7
8.3002,124079.1
8.302,124069.8
8.3037,124070.8
8.3062,124187.9
8.308,124207.0
8.3098,124088.3
8.3116,124058.5
8.3132,124086.7
8.3148,124089.5
8.3175,124139.1
8.3192,124131.0
8.321,124121.8
8.3225,124086.9
8.3251,124111.6
8.327,124090.2
8.3287,124114.2
8.3303,124115.5
8.3319,124036.6
8.3336,124040.3
8.3355,124011.5
8.3372,124068.4
8.3388,124076.1
8.3404,124089.9
8.3421,124101.4
8.344,124029.6
8.3458,124047.1
8.3474,124083.4
8.349,124164.1
8.3507,124120.4
8.3526,124132.6
8.3552,124060.5
8.3567,124078.4
8.3583,124081.9
8.3601,124071.1
8.3619,124041.2
8.3636,124319.7
8.3651,124204.3
8.3677,124098.0
8.3695,124133.9
8.3713,124090.5
8.3729,124134.7
8.3744,124078.4
8.3762,124073.1
8.378,124176.0
8.3798,124106.1
8.3814,124104.9
8.383,124081.6
8.3848,124098.2
8.3866,124128.0
8.3892,124118.0
8.3908,124161.9
8.3925,124062.4
8.3944,124055.1
8.3963,124172.4
8.398,124120.4
8.4003,124127.1
8.402,124047.6
8.4038,124117.7
8.4055,124073.9
8.4072,124121.0
8.4097,124050.6
8.4114,124037.0
8.4133,124215.9
8.415,124084.8
8.4165,124131.3
8.4181,124176.3
8.42,124128.6
8.4218,124086.6
8.4243,124132.0
8.426,124061.2
8.4277,124091.3
8.4295,124155.6
8.4312,124107.2
8.4329,124107.7
8.4344,124145.8
8.4361,124086.9
8.4389,124086.8
8.4406,124053.2
8.4422,124139.3
8.4447,124117.8
8.4465,124126.7
8.4482,124030.5
8.4498,124089.7
8.4514,124131.2
8.4531,124112.6
8.4549,124024.2
8.4575,124186.7
8.4589,124120.5
8.4606,124148.1
8.4625,124143.2
8.4643,124163.4
8.466,124146.8
8.4675,124139.5
8.4691,124088.7
8.4718,124178.0
8.4736,124129.0
8.4752,124182.9
8.4768,124162.2
8.4786,124119.1
8.4804,124164.1
8.483,124142.8
8.4845,124229.3
8.4862,124129.2
8.488,124137.8
8.4906,124185.3
8.4922,124160.2
8.4938,124108.3
8.4956,124092.3
8.4974,124166.0
8.4991,124101.5
8.5007,124027.9
8.5022,124031.8
8.504,124036.9
8.5067,124130.8
8.5084,124061.9
8.51,124069.1
8.5116,124026.0
8.5135,123987.3
8.5153,124003.8
8.5171,124087.4
8.5186,124051.3
8.5211,124047.1
8.5229,124108.9
8.5247,124095.7
8.5263,124113.8
8.5278,124020.4
8.5296,124040.2
8.5314,124135.1
8.5331,124090.0
8.5348,124121.2
8.5372,124072.6
8.539,124095.8
8.5408,124085.7
8.5433,124048.3
8.5449,124048.1
8.5467,124000.5
8.5485,124014.6
8.5503,124005.2
8.552,123967.6
8.5537,124064.8
8.5564,124028.6
8.5583,124091.0
8.5601,124048.1
8.5617,124105.6
8.5634,123990.8
8.5652,124026.6
8.5671,124018.0
8.5689,124022.1
8.5713,123964.9
8.5731,124027.4
8.575,123996.5
8.5769,124069.0
8.5786,123997.8
8.5803,124053.5
8.5831,124067.8
8.585,124069.0
8.5868,124003.7
8.5884,124040.6
8.5911,124052.5
8.593,124019.1
8.5949,124021.2
8.5966,124136.8
8.5981,124106.1
8.5999,124122.3
8.6018,123857.5
8.6037,124038.6
8.6053,124170.8
8.6068,124003.5
8.6086,123986.0
8.6104,124103.9
8.6123,124014.6
8.6148,124071.1
8.6165,124081.2
8.6184,123720.8
8.6203,124044.1
8.6228,124022.6
8.6245,124050.4
8.6263,124059.7
8.6282,124124.6
8.6301,124003.8
8.6325,124003.5
8.6342,124005.7
8.6361,124106.9
8.638,124048.8
8.6398,123997.1
8.6414,124033.1
8.6431,124010.7
8.645,124053.5
8.6478,124061.3
8.6495,124055.9
8.6511,124189.8
8.6529,124003.3
8.6558,123874.9
8.6576,124009.9
8.6592,124007.2
8.661,124045.5
8.6629,124003.9
8.6648,124007.7
8.6667,124040.6
8.6683,124007.7
8.6711,124045.7
8.673,124027.2
8.6749,123988.9
8.6766,123995.9
8.6782,124052.3
8.6801,124055.7
8.6821,124089.0
8.684,124012.8
8.6865,124049.2
8.6882,124115.4
8.6902,124144.9
8.6922,124059.5
8.694,124094.4
8.6958,124016.8
8.6975,124098.9
8.6995,124069.5
8.7015,124077.4
8.7034,124155.2
8.7051,124148.0
8.7069,124063.5
8.7098,124095.8
8.7117,124106.3
8.7135,124063.0
8.7152,124092.5
8.7171,124030.8
8.7202,123991.8
8.7221,124022.2
8.7238,124098.2
8.7257,123994.0
8.7277,123987.1
8.7297,124007.0
8.7316,124053.8
8.7333,124072.1
8.7361,124005.7
8.7381,124026.7
8.7402,124040.0
8.742,124021.4
8.7437,124012.6
8.7456,124075.7
8.7476,123964.7
8.7496,124059.4
8.7522,124061.7
8.754,123994.2
8.756,123976.2
8.758,124112.1
8.76,123936.5
8.7617,124039.7
8.7634,124103.9
8.7654,123978.1
8.7675,123977.6
8.7702,123947.8
8.7719,123970.0
8.7739,124051.8
8.776,123966.6
8.778,124063.4
8.7798,124013.6
8.7816,124129.5
8.7836,124107.5
8.7867,124090.4
8.7886,123854.3
8.7904,123990.8
8.7922,124018.9
8.7952,124018.7
8.7971,124066.0
8.7989,123913.7
8.8006,123981.5
8.8026,124121.4
8.8046,124057.5
8.8066,123976.3
8.8084,124042.6
8.8101,124016.1
8.812,124026.4
8.814,124107.0
8.816,124188.3
8.8187,124145.8
8.8204,123885.1
8.8224,124079.0
8.8244,124140.5
8.8263,124137.4
8.8289,124048.5
8.8308,123965.4
8.8328,124160.1
8.8347,124067.9
8.8372,124010.2
8.839,123957.6
8.8409,124229.6
8.8429,123996.2
8.8447,123953.8
8.8464,123993.5
8.8481,123998.1
8.85,123922.9
8.853,123879.4
8.8548,123980.5
8.8564,124045.4
8.8592,124064.4
8.8612,124031.9
8.8631,124018.4
8.8648,123993.0
8.8665,124004.0
8.8685,123951.8
8.8714,123972.1
8.8731,124014.3
8.8748,123995.6
8.8766,123924.7
8.8786,123952.7
8.8805,123948.8
8.883,123960.6
8.8847,123976.0
8.8867,124046.6
8.8886,124026.6
8.8912,123921.2
8.8929,124009.1
8.8947,124083.4
8.8966,123966.6
8.8985,123995.2
8.9002,123902.5
8.9018,123907.3
8.9036,123891.8
8.9056,123915.5
8.9084,124044.8
8.91,124054.6
8.9117,123933.0
8.9136,124001.3
8.9156,124100.6
8.9175,124059.6
8.9191,123941.4
8.9208,123964.0
8.9227,124069.9
8.9256,124085.7
8.9273,124065.2
8.9288,124098.3
8.9306,124031.0
8.9325,124037.4
8.9344,124109.0
8.9361,123991.0
8.9377,124111.1
8.9404,124095.9
8.9423,123978.3
8.9441,124066.0
8.9457,124027.1
8.9473,124101.2
8.9491,124018.2
8.9511,123954.2
8.9529,124083.2
8.9544,124053.2
8.9569,124081.2
8.9588,124077.3
8.9607,123838.9
8.9624,123981.6
8.9639,124093.5
8.9656,124073.3
8.9684,124084.8
8.9702,124128.6
8.9718,124105.5
8.9734,124091.3
8.9762,123957.9
8.9781,124118.2
8.9797,123962.6
8.9813,124110.5
8.983,124098.9
8.9848,123996.2
8.9867,123888.9
8.9884,124094.2
8.9908,124037.9
8.9926,124092.2
8.9945,124054.1
8.9963,124082.4
8.9979,124074.6
8.9994,124092.4
9.0013,123917.6
9.0031,124009.5
9.0049,124016.0
9.0072,123890.4
9.0089,123897.4
9.0107,123896.6
9.0126,124066.9
9.0143,124074.3
9.0158,124044.9
9.0185,123943.0
9.0204,123917.3
9.0221,123936.8
9.0237,124063.2
9.0262,123980.0
9.028,123951.9
9.0299,124087.0
9.0315,123938.6
9.0331,123894.8
9.0348,124029.5
9.0367,123949.6
9.0386,124051.3
9.0411,123931.9
9.0427,124096.5
9.0445,124103.7
9.0464,124054.7
9.0482,123935.9
9.0498,124031.5
9.0523,124124.7
9.0542,123974.1
9.056,123845.5
9.0577,123932.2
9.06,124078.0
9.0618,124033.4
9.0638,124093.2
9.0657,123989.0
9.0672,124064.2
9.0688,124035.5
9.0706,123991.2
9.0726,124036.2
9.0744,124118.5
9.0767,124069.1
9.0784,124111.4
9.0803,123887.8
9.0822,124006.1
9.0838,124023.2
9.0852,123889.8
9.0869,124039.6
9.0888,124052.8
9.0915,124000.3
9.0931,124056.3
9.0947,123923.7
9.0965,124073.6
9.0984,124112.4
9.1002,124120.2
9.1025,123899.9
9.1042,124058.0
9.1061,124042.3
9.1079,123922.6
9.1103,124022.9
9.1118,123972.8
9.1136,124048.3
9.1155,123968.2
9.1172,124027.5
9.1187,123941.7
9.1202,124043.8
9.1221,124015.7
9.124,123994.3
9.1265,124081.6
9.128,124022.5
9.1296,124082.0
9.1315,124032.1
9.1334,124091.0
9.135,124053.0
9.1364,123978.7
9.138,124076.9
9.1408,124062.8
9.1426,124120.2
9.1441,124046.5
9.1455,124064.6
9.1482,124036.1
9.1501,124062.6
9.1517,123949.5
9.1531,124071.9
9.1548,124119.8
9.1567,123937.4
9.1594,124040.2
9.1609,124034.4
9.1624,123971.0
9.1643,124074.6
9.1662,123920.3
9.168,124049.7
9.1695,124041.5
9.171,123971.4
9.1737,124029.7
9.1755,124094.3
9.1772,124034.7
9.1786,123734.2
9.1803,123897.2
9.1821,124028.8
9.1848,124101.3
9.1864,123941.3
9.1879,124104.9
9.1896,124034.5
9.1914,124009.9
9.1932,123899.5
9.1948,123962.9
9.1963,124055.2
9.1981,123929.8
9.2009,124071.4
9.2026,124044.1
9.2041,124020.7
9.2058,123936.7
9.2077,124035.0
9.2096,124009.6
9.2113,123980.8
9.2128,124076.9
9.2145,124002.0
9.2174,124048.2
9.2193,123947.5
9.2209,124072.7
9.2225,123964.9
9.2244,123931.4
9.2263,124061.4
9.2281,124047.3
9.2304,124109.3
9.2321,124052.1
9.234,123987.8
9.2369,123966.6
9.2385,124090.9
9.24,124015.7
9.2418,124127.5
9.2438,123966.2
9.2456,123943.2
9.2471,124111.1
9.2486,123926.4
9.2514,124050.4
9.2533,124091.5
9.255,124112.0
9.2565,123910.5
9.2581,124009.1
9.26,124049.7
9.2627,124000.1
9.2643,124070.6
9.2659,123915.8
9.2676,124060.8
9.2695,124096.9
9.2721,123975.5
9.2736,124002.4
9.2753,124041.8
9.2772,124008.5
9.279,123962.1
9.2807,123866.1
9.2822,123848.1
9.2838,123946.2
9.2856,124052.7
9.2875,123892.2
9.2892,123886.4
9.2906,123901.0
9.2921,124077.7
9.2949,124041.7
9.2967,124055.2
9.2982,124057.8
9.2997,124033.3
9.3014,124024.4
9.3033,124021.2
9.3051,124057.1
9.3065,123903.4
9.308,124066.6
9.3097,124001.3
9.3115,124025.0
9.3133,124052.6
9.3147,123854.9
9.3161,124012.7
9.3179,123997.5
9.3197,124047.9
9.3222,123936.8
9.3236,124079.3
9.3252,124008.4
9.327,124037.5
9.3297,123865.6
9.3312,123988.8
9.3326,124010.9
9.3343,123866.6
9.3362,124075.4
9.3379,123893.8
9.3394,124047.1
9.3408,124038.3
9.3424,123947.3
9.3443,123978.4
9.346,123972.4
9.3474,123990.6
9.3488,124051.9
9.3504,123979.6
9.3531,123998.0
9.3547,123880.5
9.3561,124008.5
9.3576,123868.6
9.3594,123859.0
9.3611,123954.0
9.3634,124012.7
9.3648,124075.1
9.3665,124065.3
9.3684,124017.7
9.3701,124021.6
9.3714,124024.9
9.3728,124061.0
9.3745,123996.7
9.3763,124005.5
9.3788,124003.2
9.3801,124005.0
9.3816,123916.4
9.3834,124012.5
9.3852,123898.6
9.3868,124070.7
9.3882,123879.7
9.3897,124070.1
9.3915,124015.7
9.3941,124037.8
9.3955,123865.8
9.397,124016.5
9.3996,123996.2
9.4014,123996.6
9.403,124003.9
9.4043,124090.1
9.4059,123991.1
9.4076,123980.6
9.4094,123947.6
9.411,123908.2
9.413,124043.3
9.4147,123947.3
9.4165,124017.5
9.4183,123908.0
9.4197,123992.1
9.4211,123913.7
9.4236,123954.1
9.4254,124061.9
9.427,123984.4
9.4283,124004.4
9.4299,123942.7
9.4317,123928.4
9.4334,123960.7
9.435,123993.3
9.4364,123924.3
9.4388,123960.8
9.4406,123915.8
9.4423,123978.0
9.4438,123899.1
9.4452,123966.1
9.4468,124100.2
9.4487,124092.7
9.4504,124029.0
9.4518,124105.2
9.4541,124053.0
9.4559,124095.8
9.4577,124036.7
9.4593,124058.9
9.4607,124043.8
9.4622,124107.4
9.464,123987.0
9.4658,124081.2
9.4674,124053.7
9.4695,124095.2
9.4712,124104.5
9.4729,124101.9
9.4747,124087.0
9.4761,124108.6
9.4775,124081.0
9.4801,124082.9
9.482,124101.6
9.4836,124040.0
9.485,124092.1
9.4865,124077.6
9.4883,124079.8
9.4901,124102.6
9.4917,124108.7
9.493,124035.9
9.4954,124041.9
9.4972,124077.7
9.4989,124072.3
9.5003,124093.5
9.5017,124029.5
9.5033,124061.9
9.5051,124093.9
9.5068,124080.0
9.5083,124095.7
9.5105,124090.7
9.5122,124068.5
9.514,124108.6
9.5156,124121.0
9.517,124087.4
9.5186,124080.6
9.5203,124115.5
9.5221,124129.0
9.5238,124098.7
9.5259,124039.4
9.5276,124156.6
9.5294,124128.5
9.5319,124114.6
9.5333,124087.0
9.5349,124137.5
9.5367,124071.7
9.5386,124042.7
9.5402,124125.6
9.5423,124138.5
9.544,124098.2
9.5458,124124.7
9.5483,124135.1
9.5497,124118.5
9.5513,124057.4
9.553,124104.2
9.5548,124127.5
9.5565,124138.8
9.5579,124142.0
9.5594,124139.2
9.5612,124109.7
9.5631,124103.5
9.5647,124122.0
9.5661,124099.3
9.5677,124153.0
9.5695,124114.4
9.5722,124123.3
9.5736,124131.3
9.575,124071.8
9.5767,124121.4
9.5785,124110.3
9.5802,124065.6
9.5823,124091.2
9.5838,123695.6
9.5855,124123.9
9.5882,124108.2
9.5897,124146.0
9.591,124128.7
9.5927,124105.1
9.5944,124112.4
9.5962,124096.1
9.5977,124051.6
9.5991,124052.7
9.6016,124088.7
9.6034,124112.5
9.605,124048.1
9.6064,124057.2
9.6079,124045.3
9.6098,124095.3
9.6116,124074.3
9.6132,124123.8
9.6154,124101.4
9.6171,124035.0
9.6189,124110.6
9.6206,124017.4
9.6221,124012.4
9.6243,124188.1
9.626,124088.0
9.6278,124111.0
9.6295,124120.1
9.6309,124123.5
9.6324,124111.7
9.6342,124097.8
9.636,124123.4
9.6376,124071.1
9.639,124106.4
9.6414,124113.4
9.6432,124074.6
9.645,124101.3
9.6464,124077.3
9.6478,124129.0
9.6495,124125.8
9.6522,124140.2
9.6539,124052.0
9.6553,124122.7
9.6568,124123.9
9.6586,124112.8
9.6603,124119.5
9.6619,124132.7
9.6633,124104.3
9.6648,124092.8
9.6666,124105.4
9.6684,124105.6
9.6707,124112.6
9.672,124079.1
9.6737,124158.0
9.6755,124093.9
9.6773,124152.8
9.6788,124151.8
9.6802,124105.0
9.6819,124088.3
9.6846,124098.9
9.6863,124122.5
9.6878,124141.0
9.6893,124087.7
9.6911,124072.2
9.693,124086.5
9.6946,124142.0
9.696,124117.2
9.6975,124122.8
9.6993,124155.5
9.7012,124130.0
9.7028,124138.3
9.705,124135.3
9.7066,124147.8
9.7084,124119.3
9.7102,124149.7
9.7117,124146.6
9.7132,124168.1
9.7148,124124.3
9.7166,124144.2
9.7184,124119.9
9.7206,124108.4
9.7221,124096.8
9.7239,124122.3
9.7257,124153.3
9.7274,124162.6
9.7287,124123.7
9.7303,124118.5
9.7321,124121.5
9.7339,124181.3
9.7355,124101.7
9.7376,124078.5
9.7393,124138.7
9.7411,124066.7
9.743,124076.3
9.7445,124124.4
9.7459,124140.4
9.7476,124474.7
9.7503,124045.2
9.7519,124120.1
9.7533,124020.3
9.7548,124059.6
9.7576,124005.6
9.7594,124132.0
9.761,124091.7
9.7624,124132.2
9.7642,124088.6
9.766,124093.4
9.7686,124095.8
9.77,123978.0
9.7715,124165.2
9.7733,124140.2
9.7751,124186.5
9.7775,124116.4
9.7789,124125.9
9.7805,124079.8
9.7824,124138.8
9.7842,124121.4
9.7863,124123.0
9.7879,124096.6
9.7896,124141.7
9.7915,124050.4
9.7932,124098.9
9.7947,124139.9
9.7961,124056.3
9.798,124101.5
9.7998,124109.4
9.8015,124146.6
9.8029,124145.8
9.8044,124090.8
9.8062,124135.2
9.808,124120.6
9.8097,124143.2
9.8111,124177.6
9.8136,124114.5
9.8155,124110.5
9.8174,124125.8
9.8189,124098.6
9.8204,124097.9
9.823,124121.1
9.8249,124149.6
9.8266,124126.5
9.828,124134.8
9.8304,124051.7
9.8322,124059.0
9.8341,124086.7
9.8356,124059.4
9.8371,124049.3
9.8387,124065.8
9.8406,124034.0
9.8424,124096.1
9.8438,124044.7
9.846,124017.1
9.8477,124026.3
9.8496,123966.3
9.8512,124060.2
9.8526,124000.2
9.8542,124045.3
9.856,124059.3
9.8578,124065.4
9.8602,124011.1
9.8616,124038.3
9.8633,124073.5
9.8662,124063.2
9.8679,124001.3
9.8693,124014.4
9.8708,124052.5
9.8725,124031.5
9.8743,124104.6
9.8767,124079.8
9.8781,124053.2
9.8797,124088.4
9.8816,124006.2
9.8834,124045.0
9.8849,124009.5
9.8872,124049.9
9.889,124055.6
9.8909,124014.2
9.8926,124026.0
9.8947,124065.2
9.8964,124048.0
9.8983,124089.8
9.9001,124027.9
