#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Maximum temperature: 10 K
#	Minimum temperature: 8 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 0.5 K/min
#	Time per measurement: 0.1 s
#	Voltage Range: 0.2 V
#Data:
Temperature (K),Voltage (V)
7.9624,0.0554926
7.9625,0.0554987
7.9627,0.0554962
7.9629,0.0554989
7.9631,0.0554951
7.9632,0.055486
7.9634,0.0554983
7.9637,0.0554962
7.9638,0.0554974
7.964,0.0554988
7.9642,0.0554911
7.9645,0.055501
7.9646,0.0554993
7.9649,0.055497
7.965,0.0555014
7.9652,0.055501
7.9655,0.0555015
7.9657,0.0555012
7.9659,0.0555014
7.9661,0.0555021
7.9663,0.0555037
7.9665,0.0555073
7.9667,0.055507
7.967,0.0554988
7.9672,0.0554982
7.9674,0.0555053
7.9677,0.0555026
7.968,0.0555025
7.9683,0.0555
7.9685,0.0555003
7.969,0.0555001
7.9694,0.0554964
7.9697,0.0555043
7.9699,0.055503
7.9701,0.0555012
7.9704,0.0554988
7.9709,0.0554992
7.9712,0.0555023
7.9714,0.0555012
7.9718,0.0555
7.9721,0.0554902
7.9724,0.0554948
7.9727,0.0554992
7.9732,0.0554989
7.9735,0.0554992
7.9739,0.0555013
7.9743,0.0555031
7.9746,0.0555032
7.9749,0.055503
7.9753,0.0555051
7.9757,0.0555014
7.976,0.0555018
7.9765,0.0555041
7.9769,0.0555048
7.9771,0.0555024
7.9775,0.0555023
7.9779,0.0555048
7.9782,0.0555062
7.9785,0.055506
7.9789,0.0555023
7.9795,0.0555047
7.9799,0.0555028
7.9803,0.055508
7.9807,0.0555042
7.9811,0.055501
7.9816,0.0555008
7.982,0.0555034
7.9824,0.0555031
7.9831,0.0555041
7.9836,0.0555064
7.9841,0.0555056
7.9845,0.0555057
7.9849,0.0555068
7.9854,0.0555088
7.9859,0.0555075
7.9864,0.0555063
7.987,0.0555052
7.9875,0.055505
7.9879,0.0555052
7.9885,0.0555073
7.9889,0.0555068
7.9894,0.0555043
7.9899,0.0555099
7.9905,0.0555105
7.9913,0.0555081
7.9918,0.0555081
7.9923,0.055508
7.9929,0.0555079
7.9934,0.0555098
7.994,0.0555103
7.9944,0.0555092
7.995,0.0555121
7.9955,0.055508
7.9961,0.0555051
7.9967,0.0555073
7.9972,0.0555105
7.9978,0.0555077
7.9984,0.0555069
7.9991,0.0555078
7.9999,0.055507
8.0005,0.0555094
8.0011,0.0555014
8.0017,0.0555073
8.0024,0.0555017
8.003,0.0555068
8.0036,0.0555072
8.0042,0.0555022
8.0049,0.0555085
8.0059,0.0555087
8.0065,0.0554975
8.0071,0.0555024
8.0078,0.0554971
8.0086,0.0555093
8.0093,0.0555083
8.0099,0.055512
8.0106,0.0555076
8.0114,0.055511
8.0125,0.0555134
8.0131,0.0555103
8.0138,0.0555038
8.0146,0.055502
8.0153,0.0555074
8.0161,0.0555078
8.0171,0.0555103
8.0178,0.0555105
8.0186,0.0555084
8.0194,0.0555092
8.0202,0.0555011
8.0209,0.0555025
8.0217,0.0555058
8.0225,0.0554992
8.0233,0.0555065
8.0241,0.0555054
8.0252,0.0555089
8.0261,0.0555124
8.0269,0.0555093
8.0278,0.0555133
8.0285,0.0555116
8.0293,0.0555142
8.0302,0.0555128
8.0311,0.0555103
8.0319,0.0555107
8.0331,0.0555129
8.0339,0.0555053
8.0348,0.0555106
8.0357,0.0555057
8.0366,0.0555125
8.0374,0.0555133
8.0387,0.0555063
8.0396,0.0555103
8.0404,0.0555129
8.0413,0.0555046
8.0422,0.0555108
8.0431,0.0555104
8.0441,0.0555135
8.0456,0.055512
8.0464,0.0555097
8.0473,0.0555092
8.0483,0.0555015
8.0498,0.0555102
8.0507,0.055514
8.0517,0.0555132
8.0527,0.0555106
8.0537,0.0555098
8.0547,0.0555113
8.0557,0.0555147
8.0566,0.0555073
8.0577,0.0555092
8.0592,0.0555025
8.0602,0.0555081
8.0612,0.0555047
8.0622,0.0555043
8.0632,0.0555036
8.0643,0.0555122
8.0653,0.0555095
8.0663,0.055511
8.0679,0.0555143
8.069,0.0555117
8.0701,0.0555121
8.0712,0.0555074
8.0723,0.0555104
8.0734,0.0555113
8.0745,0.0555097
8.0756,0.0555126
8.0767,0.0555128
8.0784,0.0555066
8.0796,0.0555055
8.0807,0.0555092
8.0818,0.0555142
8.0829,0.0555116
8.084,0.0555121
8.0858,0.0555132
8.087,0.0555129
8.0881,0.0555137
8.0892,0.0555157
8.091,0.0555116
8.0922,0.055513
8.0934,0.0555134
8.0945,0.0555096
8.0957,0.0555121
8.0969,0.0555111
8.0982,0.0555128
8.0994,0.0555135
8.1006,0.0555119
8.1018,0.0555164
8.103,0.0555143
8.1043,0.0555152
8.1056,0.0555159
8.1067,0.0555184
8.1086,0.0555179
8.1099,0.0555146
8.1112,0.0555152
8.1124,0.0555174
8.1137,0.0555134
8.115,0.0555125
8.117,0.0555155
8.1183,0.0555177
8.1196,0.0555167
8.1208,0.0555133
8.1222,0.0555166
8.1241,0.0555142
8.1255,0.0555153
8.1268,0.0555172
8.1281,0.0555182
8.1295,0.0555188
8.1308,0.0555173
8.1321,0.0555144
8.1334,0.055514
8.1348,0.0555135
8.1362,0.0555174
8.1376,0.0555143
8.139,0.055516
8.141,0.0555168
8.1425,0.0555139
8.1439,0.0555167
8.1454,0.0555156
8.1468,0.0555127
8.1482,0.0555125
8.1497,0.0555151
8.1511,0.0555164
8.1525,0.055513
8.154,0.0555185
8.1554,0.0555169
8.1576,0.0555176
8.1591,0.0555132
8.1606,0.0555128
8.162,0.0555182
8.1634,0.0555201
8.1649,0.0555103
8.1664,0.0555045
8.1685,0.0555109
8.17,0.0555048
8.1715,0.0555092
8.173,0.0555022
8.1745,0.0555044
8.176,0.0555063
8.1775,0.0555052
8.179,0.0555039
8.1806,0.0555039
8.1822,0.0555103
8.1845,0.0555076
8.186,0.0555141
8.1876,0.0555131
8.1891,0.0555128
8.1906,0.055514
8.1922,0.0555142
8.1937,0.0555128
8.1953,0.055512
8.1977,0.0555097
8.1992,0.055515
8.2007,0.0555137
8.2023,0.0555096
8.2039,0.0555127
8.2055,0.0555142
8.2079,0.055519
8.2095,0.0555174
8.2112,0.0555108
8.2128,0.055515
8.2144,0.0555009
8.216,0.0555172
8.2176,0.0555073
8.2193,0.0555107
8.2209,0.0555067
8.2225,0.0555077
8.2241,0.0555089
8.2266,0.0555083
8.2283,0.0555132
8.2299,0.0555189
8.2315,0.0555211
8.2332,0.0555168
8.2348,0.0555154
8.2365,0.0555193
8.2382,0.0555211
8.2398,0.0555189
8.2415,0.0555153
8.2432,0.0555225
8.2449,0.0555225
8.2466,0.0555247
8.2483,0.0555205
8.25,0.055522
8.2526,0.0555255
8.2543,0.0555257
8.2559,0.0555258
8.2576,0.0555267
8.2594,0.0555225
8.2611,0.0555235
8.2629,0.0555291
8.2646,0.055523
8.2663,0.0555292
8.269,0.0555248
8.2708,0.055528
8.2725,0.055512
8.2742,0.0555274
8.2759,0.0555269
8.2777,0.0555249
8.2804,0.0555317
8.2822,0.0555303
8.2839,0.0555288
8.2857,0.0555284
8.2885,0.0555302
8.2902,0.0555296
8.2919,0.0555308
8.2937,0.0555301
8.2955,0.055528
8.2974,0.0555319
8.2991,0.0555321
8.3009,0.055529
8.3036,0.0555312
8.3054,0.0555314
8.3073,0.0555266
8.309,0.0555242
8.3108,0.0555311
8.3126,0.0555248
8.3146,0.0555303
8.3164,0.0555243
8.3182,0.0555281
8.32,0.0555275
8.3228,0.0555314
8.3247,0.0555352
8.3266,0.0555323
8.3284,0.0555359
8.3303,0.0555367
8.3321,0.0555356
8.334,0.0555281
8.3358,0.0555276
8.3386,0.0555311
8.3405,0.0555309
8.3424,0.0555353
8.3443,0.0555347
8.3461,0.0555282
8.3479,0.0555327
8.3508,0.0555328
8.3526,0.0555331
8.3545,0.0555235
8.3563,0.0555321
8.3582,0.0555347
8.3602,0.0555332
8.3621,0.0555373
8.364,0.0555335
8.3667,0.0555332
8.3687,0.0555247
8.3707,0.0555387
8.3726,0.0555332
8.3754,0.0555329
8.3773,0.0555367
8.3792,0.0555346
8.3812,0.0555315
8.3831,0.0555369
8.385,0.0555308
8.3869,0.0555314
8.3889,0.0555289
8.3918,0.0555266
8.3937,0.0555313
8.3956,0.0555337
8.3975,0.0555257
8.3995,0.0555305
8.4014,0.0555511
8.4033,0.055551
8.4062,0.0555511
8.4082,0.0555512
8.4102,0.0555515
8.4122,0.055552
8.4141,0.0555517
8.4161,0.0555519
8.418,0.0555522
8.421,0.0555524
8.4229,0.0555523
8.4248,0.0555524
8.4268,0.0555527
8.4297,0.0555527
8.4317,0.0555529
8.4337,0.0555532
8.4357,0.055553
8.4376,0.0555536
8.4396,0.0555538
8.4416,0.055554
8.4435,0.0555541
8.4455,0.055554
8.4475,0.0555543
8.4495,0.0555545
8.4525,0.0555548
8.4544,0.0555548
8.4564,0.0555553
8.4585,0.0555555
8.4605,0.0555552
8.4624,0.0555553
8.4644,0.0555556
8.4664,0.0555557
8.4694,0.0555558
8.4714,0.0555559
8.4733,0.0555559
8.4753,0.0555559
8.4774,0.0555562
8.4794,0.0555564
8.4824,0.0555567
8.4844,0.0555569
8.4864,0.055557
8.4885,0.0555574
8.4905,0.0555571
8.4924,0.0555575
8.4944,0.0555574
8.4965,0.0555575
8.4986,0.0555576
8.5016,0.0555575
8.5035,0.0555577
8.5055,0.055558
8.5076,0.0555583
8.5096,0.0555582
8.5117,0.0555582
8.5137,0.0555586
8.5157,0.0555587
8.5189,0.0555587
8.5209,0.0555589
8.5229,0.0555588
8.5248,0.0555592
8.5269,0.0555591
8.529,0.0555591
8.531,0.0555594
8.533,0.0555596
8.535,0.0555597
8.5381,0.0555605
8.5401,0.0555603
8.5422,0.0555605
8.5442,0.0555606
8.5462,0.0555607
8.5483,0.0555608
8.5515,0.0555608
8.5535,0.0555611
8.5556,0.0555611
8.5577,0.0555614
8.5599,0.0555617
8.562,0.0555618
8.5641,0.0555619
8.5661,0.0555619
8.5683,0.0555619
8.5704,0.0555621
8.5725,0.0555621
8.5756,0.0555624
8.5778,0.0555629
8.5799,0.0555627
8.582,0.0555626
8.5842,0.055563
8.5863,0.0555632
8.5884,0.0555633
8.5917,0.0555637
8.5938,0.0555639
8.5959,0.0555638
8.598,0.0555642
8.6001,0.0555642
8.6023,0.0555646
8.6045,0.0555646
8.6065,0.0555644
8.6098,0.0555645
8.6119,0.0555648
8.6141,0.0555648
8.6162,0.0555652
8.6183,0.0555655
8.6204,0.0555654
8.6236,0.0555659
8.6258,0.0555655
8.6278,0.0555659
8.6299,0.0555659
8.632,0.055566
8.6342,0.0555662
8.6363,0.0555665
8.6384,0.0555665
8.6405,0.0555667
8.6426,0.0555664
8.6448,0.055567
8.6469,0.0555671
8.6491,0.0555671
8.6512,0.0555674
8.6544,0.0555676
8.6565,0.0555677
8.6586,0.0555678
8.6607,0.0555679
8.6628,0.0555679
8.665,0.0555684
8.6672,0.0555686
8.6693,0.0555684
8.6724,0.0555684
8.6745,0.0555684
8.6767,0.0555687
8.6788,0.0555688
8.6819,0.055569
8.684,0.0555692
8.6861,0.0555695
8.6883,0.0555696
8.6904,0.0555699
8.6925,0.0555699
8.6946,0.0555695
8.6967,0.0555697
8.6988,0.0555701
8.7009,0.0555704
8.703,0.0555701
8.7052,0.0555704
8.7073,0.0555706
8.7105,0.0555706
8.7125,0.0555704
8.7146,0.0555705
8.7167,0.0555707
8.7199,0.0555706
8.722,0.0555715
8.724,0.0555716
8.726,0.0555717
8.7281,0.0555714
8.7303,0.0555715
8.7324,0.0555716
8.7345,0.0555721
8.7377,0.0555721
8.7399,0.0555725
8.742,0.0555724
8.7441,0.0555724
8.7462,0.0555731
8.7483,0.055573
8.7504,0.055573
8.7525,0.0555734
8.7557,0.0555736
8.7578,0.0555735
8.76,0.055574
8.7621,0.055574
8.7641,0.0555742
8.7663,0.0555742
8.7684,0.0555741
8.7705,0.0555741
8.7727,0.0555747
8.7759,0.0555744
8.7779,0.0555746
8.78,0.0555744
8.7821,0.055575
8.7842,0.0555749
8.7862,0.0555754
8.7883,0.0555752
8.7905,0.0555758
8.7937,0.055576
8.7957,0.055576
8.7978,0.0555762
8.7999,0.0555765
8.802,0.0555768
8.8042,0.0555768
8.8063,0.0555766
8.8084,0.0555766
8.8104,0.0555769
8.8136,0.0555772
8.8157,0.0555772
8.8178,0.0555775
8.8199,0.0555775
8.822,0.0555777
8.824,0.0555778
8.8261,0.0555777
8.8281,0.055578
8.8302,0.0555779
8.8323,0.0555783
8.8344,0.0555783
8.8365,0.0555785
8.8385,0.0555788
8.8405,0.0555788
8.8426,0.0555789
8.8447,0.0555791
8.8478,0.0555794
8.8499,0.0555792
8.8519,0.0555792
8.854,0.055579
8.8561,0.0555794
8.8581,0.0555793
8.8602,0.0555796
8.8622,0.0555795
8.8643,0.0555799
8.8664,0.0555801
8.8695,0.0555801
8.8715,0.0555801
8.8737,0.0555805
8.8757,0.0555802
8.8778,0.0555806
8.8799,0.0555811
8.8819,0.0555811
8.8839,0.0555809
8.8871,0.055581
8.8892,0.0555816
8.8912,0.055581
8.8933,0.0555813
8.8954,0.0555815
8.8975,0.0555818
8.9006,0.0555817
8.9026,0.0555817
8.9047,0.0555814
8.9068,0.0555817
8.9089,0.055582
8.9109,0.0555824
8.9129,0.0555824
8.9149,0.0555826
8.918,0.0555828
8.9201,0.0555831
8.9221,0.0555832
8.9252,0.0555831
8.9272,0.0555831
8.9293,0.0555834
8.9313,0.0555834
8.9333,0.055584
8.9354,0.0555841
8.9375,0.0555838
8.9395,0.0555839
8.9416,0.0555841
8.9446,0.0555844
8.9467,0.0555839
8.9488,0.0555846
8.9509,0.0555844
8.9529,0.0555844
8.9549,0.0555847
8.957,0.0555847
8.959,0.0555848
8.961,0.0555854
8.964,0.0555854
8.9661,0.0555857
8.9682,0.0555855
8.9702,0.0555857
8.9722,0.0555857
8.9742,0.055586
8.9763,0.0555857
8.9784,0.0555858
8.9804,0.0555863
8.9834,0.0555866
8.9855,0.0555863
8.9875,0.0555868
8.9896,0.0555865
8.9916,0.0555869
8.9935,0.0555872
8.9966,0.0555873
8.9987,0.0555874
9.0007,0.0555871
9.0027,0.0555874
9.0057,0.0555874
9.0078,0.0555882
9.0098,0.055588
9.0118,0.0555876
9.0137,0.0555879
9.0157,0.0555879
9.0177,0.055588
9.0198,0.0555882
9.0218,0.0555885
9.0249,0.0555885
9.0269,0.0555888
9.029,0.0555887
9.031,0.0555891
9.033,0.0555891
9.035,0.0555893
9.037,0.0555896
9.039,0.0555898
9.042,0.0555896
9.0439,0.0555894
9.0459,0.0555898
9.048,0.0555897
9.05,0.0555899
9.052,0.0555898
9.054,0.0555899
9.056,0.0555902
9.058,0.0555908
9.061,0.0555906
9.063,0.0555907
9.0649,0.0555912
9.0669,0.0555908
9.0689,0.0555913
9.071,0.0555915
9.0739,0.0555913
9.0759,0.0555916
9.078,0.0555919
9.08,0.055592
9.083,0.0555919
9.085,0.0555924
9.087,0.0555923
9.0891,0.0555923
9.0911,0.0555926
9.093,0.0555926
9.095,0.0555926
9.097,0.0555926
9.099,0.0555928
9.102,0.0555934
9.104,0.0555935
9.1059,0.0555934
9.1079,0.0555936
9.1099,0.0555939
9.1119,0.0555938
9.1139,0.055594
9.1158,0.0555938
9.1188,0.0555938
9.1208,0.0555941
9.1228,0.0555939
9.1247,0.0555941
9.1267,0.0555943
9.1286,0.0555945
9.1316,0.0555946
9.1335,0.0555945
9.1354,0.0555948
9.1374,0.0555952
9.1404,0.0555953
9.1424,0.0555953
9.1443,0.0555955
9.1463,0.0555956
9.1483,0.0555956
9.1503,0.0555959
9.1523,0.0555959
9.1542,0.0555959
9.1562,0.0555964
9.1591,0.0555962
9.1611,0.0555966
9.163,0.0555965
9.165,0.0555969
9.1659,0.0555966
9.1679,0.0555966
9.1698,0.0555965
9.1718,0.0555968
9.1747,0.055597
9.1767,0.0555974
9.1787,0.0555973
9.1807,0.0555974
9.1826,0.055598
9.1846,0.0555977
9.1865,0.0555979
9.1885,0.0555982
9.1914,0.055598
9.1933,0.0555982
9.1953,0.0555989
9.1972,0.0555984
9.1992,0.0555985
9.2011,0.0555984
9.2031,0.0555985
9.2052,0.0555986
9.2083,0.0555986
9.2102,0.0555989
9.2122,0.0555991
9.2142,0.0555989
9.2162,0.0555991
9.2183,0.0555993
9.2202,0.0555993
9.2222,0.0555995
9.2252,0.0555995
9.2272,0.0555997
9.2292,0.0555999
9.2311,0.0555999
9.2331,0.0556002
9.2351,0.0556004
9.2382,0.0556007
9.2402,0.0556004
9.2421,0.0556008
9.2441,0.055601
9.247,0.0556006
9.249,0.0556007
9.251,0.0556012
9.2529,0.0556015
9.2549,0.0556015
9.2569,0.0556012
9.2588,0.0556012
9.2608,0.0556013
9.2627,0.0556017
9.2646,0.0556018
9.2667,0.0556024
9.2687,0.0556022
9.2706,0.0556023
9.2725,0.0556027
9.2745,0.0556023
9.2765,0.0556028
9.2794,0.0556029
9.2814,0.0556027
9.2833,0.0556027
9.2853,0.0556028
9.2872,0.0556029
9.2891,0.0556032
9.2911,0.0556034
9.293,0.0556031
9.296,0.0556033
9.298,0.0556035
9.3,0.0556037
9.3019,0.0556037
9.3039,0.055604
9.3058,0.0556039
9.3078,0.055604
9.3097,0.0556041
9.3126,0.0556047
9.3147,0.0556044
9.3166,0.0556043
9.3186,0.0556044
9.3205,0.0556044
9.3224,0.0556047
9.3254,0.0556045
9.3273,0.0556047
9.3292,0.0556051
9.3311,0.055605
9.3331,0.0556055
9.335,0.0556057
9.337,0.0556057
9.3389,0.0556058
9.3408,0.0556057
9.3427,0.0556056
9.3447,0.0556057
9.3476,0.0556056
9.3495,0.0556058
9.3514,0.0556057
9.3534,0.0556067
9.3553,0.0556067
9.3572,0.0556067
9.3601,0.0556068
9.362,0.0556068
9.3639,0.0556067
9.3659,0.0556067
9.3678,0.0556071
9.3697,0.0556073
9.3716,0.0556073
9.3735,0.055607
9.3755,0.0556074
9.3782,0.0556075
9.3801,0.0556074
9.3821,0.055608
9.3841,0.0556078
9.386,0.055608
9.3879,0.0556077
9.3907,0.0556079
9.3927,0.0556078
9.3946,0.0556082
9.3965,0.0556082
9.3984,0.0556083
9.4003,0.055608
9.4022,0.0556084
9.4041,0.0556082
9.406,0.0556087
9.4079,0.0556089
9.4098,0.055609
9.4126,0.055609
9.4145,0.0556091
9.4163,0.0556093
9.4182,0.0556092
9.4201,0.0556088
9.422,0.0556093
9.4239,0.0556095
9.4258,0.05561
9.4277,0.05561
9.4296,0.0556101
9.4315,0.0556097
9.4334,0.0556102
9.4353,0.0556101
9.4372,0.0556105
9.4391,0.0556103
9.441,0.0556103
9.4439,0.0556104
9.4457,0.0556102
9.4476,0.0556106
9.4495,0.0556111
9.4514,0.0556112
9.4532,0.0556109
9.4561,0.0556114
9.4579,0.0556113
9.4598,0.0556115
9.4617,0.0556118
9.4635,0.0556118
9.4664,0.055612
9.4683,0.0556125
9.4702,0.0556122
9.4721,0.0556125
9.474,0.0556124
9.4758,0.0556124
9.4787,0.0556123
9.4807,0.0556126
9.4825,0.0556126
9.4844,0.0556129
9.4863,0.0556125
9.4881,0.0556128
9.49,0.0556128
9.4918,0.0556126
9.4937,0.0556128
9.4965,0.0556128
9.4984,0.0556127
9.5002,0.0556132
9.5021,0.0556133
9.504,0.0556135
9.5058,0.0556136
9.5086,0.055614
9.5104,0.055614
9.5123,0.0556142
9.5141,0.0556139
9.516,0.055614
9.5179,0.055614
9.5197,0.0556145
9.5216,0.0556148
9.5235,0.0556146
9.5262,0.0556148
9.528,0.0556151
9.5298,0.0556153
9.5317,0.0556148
9.5336,0.0556151
9.5355,0.0556151
9.5373,0.0556148
9.5391,0.0556155
9.5409,0.0556153
9.5438,0.0556159
9.5456,0.0556158
9.5474,0.0556161
9.5492,0.0556165
9.551,0.0556161
9.5529,0.0556162
9.5547,0.0556166
9.5566,0.0556165
9.5593,0.0556164
9.5612,0.0556163
9.5631,0.0556167
9.5649,0.0556173
9.5667,0.0556167
9.5686,0.0556169
9.5713,0.055617
9.5731,0.0556171
9.575,0.0556172
9.5767,0.0556176
9.5786,0.0556172
9.5805,0.0556175
9.5823,0.0556176
9.5841,0.0556177
9.5859,0.0556179
9.5878,0.0556179
9.5897,0.0556178
9.5915,0.055618
9.5932,0.0556183
9.5951,0.0556185
9.5969,0.0556185
9.5988,0.0556186
9.6007,0.0556183
9.6024,0.0556188
9.6052,0.0556187
9.6071,0.0556192
9.6089,0.0556191
9.6107,0.0556191
9.6125,0.0556191
9.6143,0.0556192
9.6161,0.0556194
9.6179,0.0556194
9.6206,0.0556191
9.6225,0.0556194
9.6243,0.0556194
9.6261,0.05562
9.6279,0.0556199
9.6297,0.0556198
9.6324,0.0556198
9.6342,0.0556201
9.6361,0.05562
9.6379,0.0556202
9.6396,0.0556202
9.6414,0.0556202
9.6433,0.0556203
9.6451,0.0556204
9.6468,0.0556204
9.6486,0.055621
9.6504,0.0556207
9.6522,0.0556209
9.654,0.055621
9.6558,0.0556212
9.6585,0.0556215
9.6603,0.0556215
9.6622,0.0556219
9.664,0.055622
9.6657,0.0556219
9.6685,0.0556219
9.6704,0.0556221
9.6722,0.0556222
9.674,0.0556222
9.6758,0.0556218
9.6776,0.0556221
9.6794,0.0556219
9.6813,0.0556221
9.683,0.0556226
9.6848,0.0556225
9.6867,0.0556227
9.6885,0.0556226
9.6903,0.0556227
9.693,0.0556228
9.6948,0.055623
9.6967,0.0556229
9.6985,0.0556233
9.7003,0.055623
9.7021,0.0556231
9.7039,0.0556233
9.7057,0.0556238
9.7084,0.0556239
9.7102,0.055624
9.712,0.0556239
9.7138,0.0556243
9.7165,0.0556239
9.7183,0.0556241
9.7201,0.0556243
9.7219,0.0556246
9.7237,0.0556247
9.7255,0.0556247
9.7273,0.0556249
9.7291,0.0556249
9.7309,0.0556247
9.7326,0.055625
9.7345,0.0556253
9.7363,0.0556253
9.7381,0.0556254
9.7398,0.0556251
9.7425,0.0556256
9.7443,0.0556258
9.7461,0.0556256
9.7478,0.0556256
9.7496,0.0556258
9.7513,0.0556261
9.7539,0.0556261
9.7556,0.0556264
9.7574,0.0556263
9.7591,0.0556262
9.7608,0.0556263
9.7625,0.0556263
9.7641,0.0556263
9.7658,0.0556264
9.7682,0.0556266
9.7699,0.0556267
9.7714,0.0556264
9.7729,0.0556267
9.7754,0.0556267
9.7769,0.055627
9.7785,0.0556272
9.7801,0.0556269
9.7816,0.055627
9.7832,0.0556274
9.7848,0.0556274
9.7862,0.0556275
9.7877,0.0556278
9.7891,0.0556278
9.7906,0.0556281
9.7921,0.0556277
9.7936,0.0556279
9.7951,0.0556278
9.7965,0.0556277
9.7979,0.055628
9.7993,0.0556278
9.8007,0.0556278
9.8021,0.0556282
9.8041,0.0556281
9.8055,0.0556281
9.8068,0.0556277
9.8081,0.0556279
9.8095,0.055628
9.8114,0.055628
9.8127,0.0556281
9.814,0.0556284
9.8152,0.0556286
9.8165,0.0556285
9.8177,0.0556285
9.819,0.0556286
9.8202,0.0556286
9.8215,0.0556289
9.8227,0.0556286
9.824,0.0556289
9.8253,0.0556285
9.8265,0.0556287
9.8282,0.0556294
9.8294,0.0556291
9.8306,0.055629
9.8318,0.0556292
9.8329,0.0556294
9.8341,0.0556295
9.8352,0.0556294
9.8364,0.0556292
9.838,0.0556292
9.8391,0.0556293
9.8402,0.0556298
9.8413,0.0556299
9.843,0.0556299
9.844,0.0556297
9.845,0.0556299
9.8461,0.0556299
9.8472,0.0556298
9.8482,0.0556298
9.8492,0.05563
9.8503,0.05563
9.8513,0.0556298
9.8524,0.0556299
9.8534,0.05563
9.8544,0.0556302
9.8553,0.0556302
9.8563,0.0556305
9.8573,0.0556307
9.8583,0.0556305
9.8592,0.0556307
9.8601,0.0556307
9.8611,0.0556303
9.862,0.0556304
9.863,0.0556308
9.8639,0.0556303
9.8653,0.0556301
9.8662,0.0556305
9.8671,0.0556309
9.868,0.0556307
9.8688,0.055631
9.8697,0.0556311
9.8707,0.055631
9.8716,0.0556311
9.8724,0.0556313
9.8733,0.0556311
9.8746,0.0556311
9.8755,0.055631
9.8763,0.055631
9.8771,0.0556312
9.8779,0.0556312
9.8787,0.0556313
9.8796,0.0556315
9.8804,0.0556311
9.8812,0.0556312
9.8824,0.0556318
9.8832,0.0556316
9.8841,0.055632
9.8849,0.0556317
9.8856,0.0556315
9.8864,0.0556318
9.8872,0.0556321
9.888,0.055632
9.8887,0.0556322
9.8894,0.0556321
9.8902,0.0556321
9.891,0.0556321
9.8917,0.055632
9.8928,0.0556318
9.8935,0.0556321
9.8942,0.0556318
9.8949,0.0556324
9.8956,0.0556321
9.8962,0.0556322
9.8973,0.0556322
9.898,0.0556319
9.8987,0.0556321
