#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Maximum temperature: 10 K
#	Minimum temperature: 8 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 0.5 K/min
#	Time per measurement: 0.1 s
#	Voltage Range: 0.2 V
#Data:
Temperature (K),Voltage (V)
7.9653,0.0555189
7.9656,0.0555193
7.9658,0.0555195
7.966,0.0555192
7.9663,0.0555189
7.9666,0.055519
7.9671,0.055519
7.9674,0.0555198
7.9678,0.0555188
7.9681,0.0555192
7.9686,0.0555193
7.9689,0.0555191
7.9692,0.0555195
7.9695,0.055519
7.9699,0.0555196
7.9702,0.0555194
7.9705,0.0555195
7.9708,0.0555198
7.9712,0.0555197
7.9716,0.0555197
7.972,0.0555194
7.9723,0.0555196
7.9727,0.0555195
7.9732,0.0555192
7.9736,0.0555194
7.974,0.0555199
7.9743,0.0555196
7.9749,0.0555197
7.9754,0.0555196
7.9757,0.0555197
7.9761,0.05552
7.9764,0.0555197
7.9768,0.0555199
7.9773,0.0555196
7.9777,0.0555197
7.9781,0.0555197
7.9785,0.0555198
7.979,0.0555199
7.9795,0.0555198
7.9801,0.0555199
7.9805,0.0555198
7.981,0.0555196
7.9815,0.0555199
7.9823,0.0555199
7.9827,0.0555198
7.9831,0.0555203
7.9836,0.0555205
7.9841,0.0555203
7.9846,0.0555201
7.9851,0.0555203
7.9855,0.0555203
7.9864,0.0555204
7.9868,0.0555206
7.9874,0.0555204
7.9878,0.055521
7.9883,0.0555214
7.9889,0.0555211
7.9895,0.0555213
7.99,0.055521
7.9905,0.0555214
7.9913,0.0555219
7.9919,0.0555214
7.9925,0.0555214
7.9931,0.0555212
7.9937,0.0555212
7.9943,0.0555215
7.9953,0.0555218
7.9959,0.0555219
7.9964,0.0555216
7.9969,0.0555219
7.9976,0.0555216
7.9983,0.0555214
7.9989,0.0555214
7.9997,0.0555212
8.0004,0.0555216
8.0011,0.0555217
8.0017,0.0555216
8.0023,0.0555216
8.0029,0.0555218
8.0036,0.0555215
8.0042,0.0555221
8.0049,0.0555218
8.0055,0.0555222
8.0061,0.0555222
8.0069,0.0555221
8.0076,0.055522
8.0083,0.0555225
8.009,0.0555225
8.01,0.0555226
8.0107,0.0555223
8.0111,0.0555226
8.0121,0.0555226
8.0128,0.0555226
8.0135,0.0555227
8.0142,0.0555228
8.015,0.0555227
8.0157,0.0555227
8.0163,0.0555229
8.0171,0.0555233
8.0179,0.0555233
8.019,0.0555236
8.0197,0.0555238
8.0205,0.0555233
8.0213,0.0555231
8.0222,0.0555235
8.0229,0.0555238
8.0236,0.0555239
8.0244,0.0555237
8.0253,0.0555239
8.0266,0.0555236
8.0274,0.0555236
8.0283,0.0555241
8.0291,0.0555239
8.0299,0.0555239
8.0308,0.0555239
8.032,0.0555243
8.0329,0.0555243
8.0337,0.0555242
8.0346,0.0555243
8.036,0.0555248
8.0368,0.0555244
8.0377,0.0555248
8.0386,0.0555246
8.0396,0.055525
8.0405,0.0555249
8.0413,0.0555248
8.0422,0.055525
8.0431,0.0555254
8.0445,0.0555253
8.0454,0.0555253
8.0464,0.0555257
8.0473,0.0555256
8.0483,0.0555258
8.0493,0.0555258
8.0502,0.0555259
8.0511,0.0555261
8.0521,0.0555259
8.0531,0.055526
8.0541,0.0555259
8.0551,0.0555258
8.0561,0.055526
8.0571,0.055526
8.0581,0.0555264
8.0592,0.0555264
8.0607,0.0555262
8.0617,0.0555263
8.0628,0.0555266
8.0639,0.055527
8.0649,0.055527
8.0659,0.055527
8.0675,0.0555275
8.0685,0.0555273
8.0696,0.0555271
8.0706,0.0555269
8.0717,0.0555274
8.0728,0.0555276
8.0739,0.0555275
8.075,0.0555276
8.0766,0.0555278
8.0777,0.0555281
8.0789,0.0555283
8.08,0.0555285
8.0816,0.0555286
8.0828,0.0555291
8.084,0.0555287
8.0852,0.0555282
8.0864,0.0555282
8.0876,0.0555284
8.0887,0.0555287
8.0899,0.0555287
8.0911,0.055529
8.0923,0.055529
8.0934,0.0555287
8.0952,0.0555284
8.0964,0.0555292
8.0976,0.0555291
8.0988,0.0555294
8.1,0.0555294
8.1013,0.05553
8.1025,0.0555299
8.1038,0.05553
8.1051,0.0555302
8.1063,0.0555301
8.1083,0.0555301
8.1095,0.0555298
8.1108,0.0555302
8.112,0.0555302
8.1139,0.0555301
8.1152,0.0555296
8.1165,0.05553
8.1178,0.055531
8.119,0.0555307
8.1203,0.055531
8.1217,0.0555309
8.123,0.0555308
8.1249,0.0555319
8.1262,0.055532
8.1276,0.0555318
8.129,0.0555317
8.1304,0.0555326
8.1317,0.0555325
8.133,0.0555325
8.1344,0.0555323
8.1358,0.0555322
8.1378,0.0555328
8.1391,0.0555326
8.1405,0.0555328
8.1419,0.0555318
8.1433,0.0555326
8.1447,0.0555328
8.1461,0.055533
8.1475,0.0555329
8.1496,0.0555342
8.151,0.0555333
8.1524,0.0555325
8.1537,0.0555334
8.1552,0.055534
8.1566,0.0555331
8.1581,0.0555346
8.1596,0.0555336
8.161,0.0555337
8.1632,0.0555344
8.1647,0.0555352
8.1662,0.0555352
8.1676,0.055535
8.1691,0.0555348
8.1706,0.055535
8.1721,0.055535
8.1736,0.0555352
8.1758,0.0555356
8.1773,0.0555353
8.1788,0.0555363
8.1804,0.0555368
8.1819,0.0555363
8.1834,0.0555359
8.185,0.0555367
8.1865,0.0555366
8.1888,0.0555365
8.1903,0.0555358
8.1918,0.0555365
8.1934,0.055536
8.195,0.0555366
8.1965,0.0555364
8.198,0.0555367
8.2004,0.055537
8.202,0.055537
8.2036,0.0555371
8.2052,0.0555374
8.2067,0.0555376
8.2083,0.0555372
8.2107,0.0555376
8.2123,0.0555383
8.2139,0.0555377
8.2155,0.0555382
8.2172,0.055538
8.2189,0.0555379
8.2205,0.055538
8.2221,0.0555382
8.2245,0.0555387
8.2262,0.0555389
8.2278,0.055539
8.2294,0.0555381
8.2318,0.0555382
8.2335,0.055539
8.2352,0.0555398
8.2368,0.0555405
8.2384,0.0555399
8.2401,0.0555403
8.2419,0.0555399
8.2436,0.0555392
8.2453,0.0555399
8.2469,0.0555401
8.2486,0.0555414
8.2504,0.0555405
8.252,0.0555392
8.2537,0.055541
8.2554,0.0555402
8.2571,0.0555409
8.2597,0.0555394
8.2615,0.0555408
8.2631,0.0555416
8.2648,0.0555404
8.2665,0.0555406
8.2682,0.05554
8.27,0.0555402
8.2717,0.0555413
8.2734,0.0555388
8.2752,0.0555391
8.277,0.0555397
8.2787,0.055543
8.2804,0.0555411
8.2822,0.0555402
8.284,0.055542
8.2867,0.0555364
8.2885,0.0555384
8.2902,0.05554
8.292,0.055542
8.2938,0.0555441
8.2957,0.0555461
8.2974,0.0555477
8.2992,0.0555501
8.301,0.0555373
8.3037,0.0555393
8.3054,0.0555441
8.3072,0.0555376
8.309,0.0555338
8.3108,0.0555372
8.3127,0.0555337
8.3145,0.0555405
8.3163,0.0555312
8.3181,0.0554985
8.3199,0.0555522
8.3227,0.0555053
8.3245,0.0555348
8.3262,0.0555539
8.3281,0.0555366
8.3299,0.0555462
8.3318,0.0555146
8.3336,0.0555644
8.3354,0.055588
8.3383,0.0554485
8.3402,0.0556278
8.3421,0.0555479
8.3439,0.0555475
8.3458,0.0555522
8.3477,0.0555494
8.3504,0.0555441
8.3523,0.055546
8.3541,0.0555469
8.356,0.055547
8.3589,0.0555495
8.3608,0.0555475
8.3626,0.055547
8.3645,0.0555475
8.3664,0.0555477
8.3683,0.0555492
8.3702,0.0555479
8.372,0.0555492
8.3739,0.0555493
8.3767,0.0555509
8.3786,0.0555492
8.3806,0.0555492
8.3825,0.0555499
8.3844,0.05555
8.3864,0.0555503
8.3883,0.0555499
8.3902,0.0555499
8.3921,0.0555501
8.394,0.0555512
8.396,0.0555509
8.3979,0.0555517
8.3998,0.0555526
8.4017,0.0555517
8.4046,0.0555521
8.4065,0.0555519
8.4085,0.0555511
8.4104,0.0555515
8.4123,0.0555522
8.4153,0.055552
8.4173,0.0555525
8.4192,0.0555524
8.4211,0.055552
8.4231,0.0555522
8.425,0.0555524
8.4279,0.0555528
8.4298,0.0555532
8.4318,0.0555532
8.4338,0.0555536
8.4358,0.0555527
8.4378,0.0555534
8.4397,0.0555533
8.4417,0.0555535
8.4437,0.0555533
8.4467,0.0555536
8.4487,0.0555531
8.4506,0.0555536
8.4526,0.0555536
8.4545,0.0555541
8.4565,0.0555545
8.4585,0.055555
8.4605,0.0555552
8.4624,0.0555556
8.4655,0.0555557
8.4675,0.0555561
8.4694,0.055556
8.4714,0.0555556
8.4733,0.0555565
8.4754,0.0555563
8.4773,0.0555563
8.4793,0.0555569
8.4823,0.055557
8.4844,0.0555569
8.4865,0.055557
8.4884,0.055557
8.4904,0.0555572
8.4934,0.0555574
8.4954,0.0555578
8.4974,0.0555586
8.4994,0.0555582
8.5013,0.0555579
8.5034,0.0555583
8.5055,0.0555582
8.5075,0.0555586
8.5095,0.0555587
8.5115,0.0555588
8.5136,0.0555589
8.5156,0.0555592
8.5176,0.0555591
8.5195,0.0555597
8.5215,0.0555594
8.5247,0.0555597
8.5268,0.0555602
8.5287,0.0555603
8.5307,0.0555607
8.5328,0.0555605
8.5358,0.0555603
8.5379,0.0555606
8.5399,0.0555609
8.5419,0.0555608
8.5439,0.0555611
8.5459,0.0555614
8.5489,0.055561
8.5509,0.0555618
8.5531,0.0555617
8.5553,0.0555618
8.5574,0.055562
8.5594,0.055562
8.5615,0.0555623
8.5636,0.0555625
8.5657,0.0555622
8.5689,0.0555626
8.571,0.0555627
8.5731,0.0555624
8.5752,0.0555628
8.5773,0.0555632
8.5794,0.0555628
8.5815,0.0555636
8.5836,0.055564
8.5858,0.0555633
8.5891,0.0555638
8.5912,0.0555637
8.5932,0.0555633
8.5953,0.0555635
8.5975,0.055564
8.5996,0.0555643
8.6027,0.0555638
8.6048,0.0555655
8.6069,0.0555632
8.609,0.0555649
8.6111,0.055563
8.6132,0.0555655
8.6153,0.0555633
8.6175,0.0555656
8.6207,0.0555666
8.6228,0.0555663
8.625,0.0555656
8.6271,0.0555675
8.6292,0.0555669
8.6313,0.0555679
8.6334,0.0555647
8.6355,0.0555658
8.6387,0.0555698
8.6408,0.0555669
8.6429,0.0555659
8.645,0.0555646
8.6481,0.0555666
8.6501,0.055566
8.6523,0.0555672
8.6544,0.0555685
8.6565,0.0555658
8.6585,0.0555681
8.6606,0.0555687
8.6628,0.0555672
8.6659,0.0555649
8.668,0.0555672
8.6702,0.0555686
8.6723,0.0555674
8.6744,0.0555664
8.6765,0.0555645
8.6797,0.0555672
8.6819,0.0555674
8.684,0.0555698
8.686,0.0555682
8.6881,0.0555669
8.6902,0.0555685
8.6923,0.0555698
8.6944,0.055569
8.6965,0.0555683
8.6986,0.0555686
8.7007,0.0555704
8.7039,0.0555684
8.706,0.0555713
8.708,0.0555673
8.7101,0.0555701
8.7122,0.0555714
8.7144,0.0555713
8.7175,0.0555714
8.7196,0.0555711
8.7217,0.0555695
8.7238,0.0555688
8.7259,0.0555707
8.728,0.0555732
8.7301,0.055571
8.7322,0.0555705
8.7343,0.0555708
8.7375,0.055571
8.7395,0.055571
8.7415,0.0555715
8.7437,0.0555686
8.7458,0.0555727
8.7479,0.0555714
8.75,0.055571
8.752,0.0555722
8.7541,0.0555713
8.7573,0.0555741
8.7594,0.055575
8.7615,0.0555733
8.7636,0.0555736
8.7657,0.0555712
8.7678,0.0555713
8.7698,0.0555728
8.7719,0.0555708
8.775,0.0555704
8.7771,0.0555725
8.7792,0.0555764
8.7813,0.0555735
8.7834,0.0555716
8.7855,0.0555764
8.7876,0.0555796
8.7897,0.0555708
8.7928,0.0555772
8.7949,0.0555755
8.7971,0.0555696
8.7991,0.0555729
8.8012,0.0555749
8.8032,0.0555724
8.8053,0.0555746
8.8084,0.0555725
8.8105,0.0555736
8.8126,0.0555773
8.8146,0.0555977
8.8167,0.0555802
8.8189,0.0555578
8.821,0.055516
8.8231,0.0555956
8.8251,0.0555575
8.8283,0.0556079
8.8303,0.0555601
8.8324,0.0556528
8.8344,0.0556151
8.8365,0.0556617
8.8386,0.0556217
8.8406,0.0557618
8.8427,0.0555573
8.8447,0.0552402
8.8478,0.0558382
8.85,0.0554926
8.852,0.0556646
8.8541,0.0556964
8.8562,0.0554686
8.8583,0.0555221
8.8604,0.0550772
8.8625,0.0549725
8.8645,0.054881
8.8665,0.0562934
8.8697,0.0559043
8.8717,0.0558716
8.8738,0.0558489
8.8758,0.0558912
8.8778,0.0549242
8.8799,0.0538788
8.883,0.0552723
8.885,0.056338
8.8871,0.0547954
8.8892,0.0545639
8.8914,0.055153
8.8934,0.0551721
8.8954,0.0550303
8.8974,0.0564775
8.8995,0.0563524
8.9026,0.0554011
8.9046,0.0554909
8.9066,0.0553519
8.9087,0.0551343
8.9107,0.0564134
8.9128,0.0582097
8.9148,0.0578363
8.9168,0.0576877
8.9188,0.0557848
8.9219,0.0573896
8.9239,0.0643726
8.9259,0.0554977
8.928,0.0552479
8.93,0.0578313
8.9321,0.0550321
8.9352,0.0580604
8.9373,0.0578867
8.9393,0.0575794
8.9414,0.0547339
8.9435,0.0551428
8.9455,0.0564608
8.9475,0.0563254
8.9496,0.0561817
8.9516,0.0562828
8.9536,0.0578925
8.9566,0.0578829
8.9586,0.0572753
8.9607,0.0572806
8.9617,0.0574014
8.9637,0.0570716
8.9657,0.0569452
8.9677,0.0571303
8.9708,0.0518694
8.9728,0.0572451
8.9748,0.0573872
8.9768,0.0568875
8.9788,0.0567525
8.9808,0.0567271
8.9839,0.0544614
8.9859,0.0571034
8.9879,0.0576004
8.9899,0.0538681
8.993,0.057883
8.995,0.0578872
8.997,0.0575647
8.999,0.0576887
9.001,0.057592
9.0031,0.0571295
9.0051,0.0581629
9.0072,0.0582325
9.0092,0.0516591
9.0112,0.058397
9.0133,0.0582698
9.0153,0.0573222
9.0173,0.0581397
9.0203,0.0581295
9.0223,0.0581604
9.0243,0.0585596
9.0263,0.0504106
9.0283,0.0586019
9.0303,0.0586956
9.0324,0.0583446
9.0344,0.0584587
9.0374,0.0561072
9.0394,0.0583042
9.0415,0.05842
9.0435,0.0582595
9.0464,0.0584492
9.0484,0.0589554
9.0504,0.0572025
9.0524,0.0589721
9.0544,0.0590218
9.0564,0.058686
9.0584,0.0590115
9.0604,0.0589694
9.0625,0.0586558
9.0655,0.0585906
9.0674,0.0582587
9.0694,0.0586077
9.0714,0.0565346
9.0734,0.0584464
9.0754,0.0584495
9.0773,0.0519144
9.0803,0.0589335
9.0822,0.0582875
9.0842,0.0575078
9.0862,0.058787
9.0882,0.0587632
9.0902,0.0520967
9.0932,0.0584167
9.0952,0.0584453
9.0971,0.0572814
9.0991,0.0586865
9.1011,0.0587757
9.1031,0.0581819
9.105,0.0582578
9.1069,0.0585913
9.1089,0.0573728
9.1109,0.0584278
9.1129,0.0586334
9.1158,0.0578329
9.1178,0.0586725
9.1198,0.0586985
9.1218,0.0588002
9.1238,0.059025
9.1267,0.0586543
9.1277,0.0584968
9.1307,0.0584072
9.1327,0.057101
9.1346,0.0580735
9.1365,0.058453
9.1385,0.0573169
9.1405,0.058399
9.1425,0.0582212
9.1444,0.0534647
9.1473,0.0583858
9.1493,0.0586832
9.1513,0.0581098
9.1532,0.058434
9.1551,0.0587351
9.157,0.0574079
9.159,0.0586781
9.161,0.0586516
9.1629,0.0535534
9.1658,0.0588282
9.1677,0.0589017
9.1697,0.0575038
9.1717,0.0589014
9.1736,0.0590678
9.1756,0.0527766
9.1775,0.0589113
9.1795,0.0589534
9.1825,0.0572237
9.1844,0.0588527
9.1863,0.0589464
9.1882,0.0573973
9.1902,0.0587901
9.1922,0.0588814
9.1941,0.0537067
9.1961,0.0590624
9.199,0.0591925
9.2009,0.0576891
9.2029,0.0593746
9.2048,0.0592944
9.2068,0.053041
9.2089,0.0588865
9.2109,0.0586015
9.2139,0.0521385
9.2159,0.0586389
9.2179,0.0587457
9.2199,0.0573161
9.2219,0.0588666
9.2239,0.0588389
9.2268,0.052839
9.2289,0.0591304
9.2309,0.0594886
9.2329,0.0486297
9.2348,0.0591704
9.2378,0.0590401
9.2398,0.0588061
9.2417,0.0591759
9.2437,0.0587364
9.2457,0.0574975
9.2477,0.0593198
9.2497,0.0586468
9.2516,0.0486079
9.2536,0.0585864
9.2565,0.0581909
9.2585,0.0582005
9.2605,0.0594321
9.2625,0.0596123
9.2644,0.0594832
9.2664,0.0589299
9.2683,0.0534284
9.2713,0.0593865
9.2732,0.0594029
9.2752,0.0576809
9.2772,0.0591995
9.2792,0.0593304
9.2812,0.053537
9.2841,0.0587345
9.286,0.0591263
9.288,0.0573173
9.2901,0.0591857
9.292,0.059328
9.2939,0.0588253
9.2959,0.0595703
9.2978,0.0593931
9.2997,0.0573989
9.3016,0.059091
9.3035,0.0591109
9.3064,0.0579552
9.3083,0.0589381
9.3103,0.0597914
9.3122,0.0591434
9.3142,0.0600286
9.3161,0.0600495
9.3182,0.0574668
9.3202,0.060097
9.322,0.0602053
9.3239,0.0576754
9.3259,0.06031
9.3278,0.0601864
9.3298,0.0551693
9.3316,0.060306
9.3336,0.0603148
9.3365,0.0498015
9.3384,0.0604974
9.3403,0.0604115
9.3422,0.0578262
9.3441,0.0601629
9.3461,0.0608071
9.349,0.0549195
9.3509,0.0595494
9.3529,0.0595972
9.3548,0.0523646
9.3577,0.0593179
9.3596,0.0604266
9.3615,0.0580216
9.3635,0.0611944
9.3654,0.0610242
9.3673,0.0522926
9.3692,0.0594748
9.3711,0.0606284
9.3739,0.06002
9.3758,0.0600454
9.3777,0.0592918
9.3796,0.0571388
9.3815,0.0591404
9.3835,0.0608723
9.3864,0.0551378
9.3882,0.060338
9.3901,0.060237
9.392,0.0488358
9.3949,0.0602775
9.3968,0.0601201
9.3987,0.059138
9.4005,0.0597987
9.4024,0.0596828
9.4043,0.0572454
9.4062,0.0598323
9.4081,0.0599441
9.4099,0.0491135
9.4118,0.0597622
9.4137,0.0598502
9.4156,0.0571303
9.4175,0.0597108
9.4204,0.0596143
9.4223,0.0598652
9.4242,0.0595781
9.4261,0.0547421
9.4288,0.0598653
9.4307,0.0600637
9.4326,0.0572797
9.4345,0.0599315
9.4364,0.0597925
9.4383,0.0571637
9.4402,0.0599438
9.4422,0.0601117
9.4441,0.0571783
9.4459,0.0597837
9.4477,0.0597852
9.4496,0.0588993
9.4515,0.0598165
9.4534,0.0597922
9.4553,0.0568816
9.4571,0.0596528
9.459,0.0600311
9.4609,0.0574795
9.4628,0.0591591
9.4646,0.0590844
9.4664,0.0572679
9.4682,0.0593332
9.4702,0.0594072
9.473,0.0510998
9.4748,0.059258
9.4767,0.0595951
9.4787,0.0526559
9.4815,0.0596458
9.4833,0.0593535
9.4851,0.0570601
9.487,0.0595445
9.4889,0.059565
9.4907,0.0594397
9.4935,0.0594006
9.4954,0.0588525
9.4973,0.0595235
9.4991,0.059277
9.501,0.0594605
9.5028,0.0597545
9.5046,0.0594412
9.5075,0.0594352
9.5093,0.0598353
9.5112,0.0572999
9.513,0.0597923
9.5149,0.0596712
9.5167,0.0538768
9.5195,0.0598986
9.5214,0.0596546
9.5232,0.0574475
9.5251,0.0592382
9.527,0.0592835
9.5288,0.0591989
9.5307,0.0594381
9.5335,0.0495605
9.5353,0.0595852
9.5372,0.0592999
9.539,0.0529157
9.5418,0.0592454
9.5436,0.059538
9.5455,0.0575022
9.5474,0.0594999
9.5492,0.0596312
9.5511,0.0530491
9.5529,0.0596716
9.5547,0.0601338
9.5575,0.0512389
9.5593,0.0600468
9.5612,0.0601848
9.5631,0.0592206
9.5649,0.0598556
9.5667,0.0600234
9.5685,0.0574079
9.5704,0.0599727
9.5722,0.0599648
9.574,0.0571648
9.5758,0.060083
9.5776,0.0602213
9.5804,0.0530496
9.5822,0.0601653
9.5841,0.0604292
9.5859,0.050966
9.5877,0.0600744
9.5896,0.0600678
9.5914,0.0592054
9.5933,0.0602039
9.596,0.0604736
9.5979,0.0599698
9.5997,0.0602321
9.6015,0.0600399
9.6042,0.0601557
9.6061,0.0604182
9.6079,0.0573193
9.6098,0.0603001
9.6116,0.0605593
9.6134,0.0482691
9.6152,0.060158
9.617,0.0605906
9.6197,0.0533669
9.6214,0.0601829
9.6232,0.0603832
9.625,0.0575075
9.6268,0.0601215
9.6287,0.0602639
9.6305,0.0530541
9.6322,0.0598149
9.6341,0.0601148
9.6369,0.0573936
9.6387,0.0603257
9.6405,0.0605744
9.6423,0.0591295
9.6441,0.0600759
9.646,0.060284
9.6477,0.0568598
9.6496,0.0603134
9.6514,0.0604585
9.6533,0.0602829
9.6551,0.0610333
9.6569,0.0611083
9.6586,0.0594588
9.6605,0.0610863
9.6623,0.0611962
9.6641,0.0573806
9.6659,0.0610534
9.6686,0.0608909
9.6704,0.0595493
9.6722,0.0607315
9.6741,0.061742
9.6758,0.0603448
9.6776,0.0607059
9.6794,0.0543824
9.6822,0.0607285
9.684,0.0609882
9.6858,0.0596933
9.6876,0.0610038
9.6894,0.060982
9.6911,0.0572384
9.6929,0.0606835
9.6947,0.0607712
9.6965,0.0516731
9.6992,0.06057
9.701,0.060577
9.7027,0.05719
9.7045,0.0600989
9.7064,0.0598481
9.7082,0.0510835
9.71,0.0599362
9.7117,0.0602173
9.7144,0.0526473
9.7163,0.0606359
9.7181,0.0603814
9.7198,0.057164
9.7216,0.0602879
9.7235,0.0601895
9.7262,0.0526802
9.728,0.0596939
9.7298,0.0595081
9.7316,0.0506242
9.7342,0.059534
9.736,0.0590132
9.7378,0.0571626
9.7395,0.0589207
9.7412,0.0587729
9.7431,0.050957
9.7448,0.058642
9.7466,0.0590775
9.7492,0.0518779
9.751,0.0584894
9.7527,0.0583721
9.7544,0.0570242
9.7562,0.0572408
9.7579,0.0577791
9.7605,0.0537468
9.7621,0.0578985
9.7638,0.0577564
9.7654,0.0506206
9.767,0.0572889
9.7687,0.0581277
9.7703,0.0580761
9.772,0.0580221
9.7743,0.0537867
9.776,0.057712
9.7776,0.0578555
9.7791,0.0531851
9.7814,0.05773
9.783,0.0580924
9.7845,0.0575161
9.786,0.0576927
9.7875,0.0575909
9.7889,0.0572959
9.7904,0.0580329
9.7918,0.058075
9.7933,0.0569232
9.7948,0.057167
9.7962,0.0568534
9.7976,0.0574031
9.7991,0.0571051
9.8005,0.0577349
9.8019,0.0581108
9.8033,0.0579235
9.8047,0.057682
9.8068,0.0574757
9.8081,0.05649
9.8094,0.0580768
9.8108,0.0572343
9.8121,0.0553903
9.8134,0.0545806
9.8154,0.0565519
9.8166,0.0576174
9.8179,0.0566858
9.8192,0.0569394
9.8204,0.0579605
9.8216,0.0572762
9.8228,0.0577903
9.824,0.0579062
9.8252,0.0547513
9.827,0.0574354
9.8282,0.0587058
9.8294,0.0579678
9.8306,0.05953
9.8318,0.060281
9.8329,0.0550227
9.834,0.05754
9.8352,0.059143
9.8363,0.0530432
9.8381,0.0588618
9.8392,0.0591227
9.8404,0.059698
9.8415,0.0600132
9.8426,0.0599039
9.8436,0.056605
9.8447,0.0585032
9.8457,0.0605511
9.8468,0.0533317
9.8484,0.0598612
9.8495,0.0600846
9.8505,0.0586524
9.8515,0.0595367
9.8525,0.0594444
9.8535,0.0563869
9.8545,0.0595064
9.8555,0.0594095
9.8565,0.0519087
9.858,0.0583901
9.8589,0.0583964
9.8599,0.0565259
9.8608,0.0578596
9.8617,0.0565995
9.8627,0.054946
9.8636,0.0567088
9.8645,0.0563805
9.8659,0.0545835
9.8668,0.0564562
9.8678,0.0562876
9.8687,0.0563866
9.8695,0.0562572
9.8704,0.0560093
9.8717,0.0561007
9.8726,0.0561023
9.8735,0.0559293
9.8743,0.0558412
9.8752,0.0560565
9.8761,0.0557831
9.8769,0.0557158
9.8777,0.0559732
9.8789,0.0556556
9.8798,0.0559891
9.8806,0.0559801
9.8814,0.0558667
9.8825,0.0558067
9.8833,0.0557514
9.8841,0.055843
9.8849,0.0557216
9.8857,0.0558751
9.8864,0.0556778
9.8872,0.0558343
9.888,0.0557801
9.8888,0.0557125
9.8895,0.0553465
9.8906,0.0556206
9.8913,0.0555351
9.8921,0.0557188
9.8928,0.0558412
9.8935,0.0556773
9.8942,0.0555177
9.895,0.0555627
9.896,0.0554349
9.8967,0.0556668
9.8974,0.0557175
9.8981,0.0558538
9.8988,0.0557805
9.8995,0.0561501
9.9001,0.0561968
