#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Maximum temperature: 12 K
#	Minimum temperature: 10 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 0.5 K/min
#	Time per measurement: 0.1 s
#	Voltage Range: 0.2 V
#Data:
Temperature (K),Voltage (V)
10.4074,0.0546026
10.4092,0.0546043
10.4106,0.0546045
10.4121,0.0546042
10.4136,0.0546043
10.4151,0.0546045
10.4175,0.0546036
10.4191,0.0546037
10.4208,0.054604
10.4223,0.054604
10.424,0.0546035
10.4256,0.0546039
10.4273,0.0546043
10.4291,0.0546048
10.4308,0.0546043
10.4324,0.0546044
10.4342,0.0546047
10.4359,0.0546054
10.4376,0.0546054
10.4401,0.0546051
10.4418,0.0546055
10.4435,0.0546055
10.4451,0.0546056
10.4468,0.0546056
10.4493,0.0546055
10.451,0.0546057
10.4528,0.0546062
10.4545,0.0546062
10.4562,0.0546063
10.4578,0.0546069
10.4595,0.054607
10.4612,0.0546071
10.4629,0.0546062
10.4654,0.0546069
10.467,0.0546074
10.4687,0.054607
10.4704,0.0546075
10.472,0.0546071
10.4737,0.0546069
10.4763,0.054607
10.4779,0.0546074
10.4796,0.0546074
10.4813,0.0546072
10.483,0.0546071
10.4846,0.0546071
10.4863,0.0546073
10.488,0.0546066
10.4904,0.0546065
10.4921,0.0546065
10.4938,0.0546069
10.4954,0.0546068
10.4979,0.0546071
10.4996,0.0546072
10.5013,0.0546075
10.5029,0.0546077
10.5046,0.0546079
10.5071,0.0546078
10.5087,0.0546078
10.5104,0.0546078
10.512,0.0546083
10.5145,0.0546085
10.5162,0.0546085
10.5178,0.0546085
10.5195,0.0546085
10.5211,0.054608
10.5227,0.0546081
10.5244,0.0546082
10.5261,0.0546089
10.5286,0.0546093
10.5302,0.0546091
10.5318,0.0546095
10.5335,0.0546092
10.5352,0.0546092
10.5368,0.0546093
10.5385,0.0546097
10.5402,0.0546093
10.5418,0.0546094
10.5443,0.0546091
10.546,0.054609
10.5476,0.0546091
10.5492,0.0546086
10.5508,0.0546091
10.5525,0.054609
10.555,0.0546091
10.5567,0.054609
10.5584,0.0546089
10.5601,0.0546084
10.5618,0.0546084
10.5634,0.0546087
10.565,0.0546086
10.5667,0.0546086
10.5684,0.0546088
10.57,0.0546094
10.5717,0.0546091
10.5733,0.0546094
10.5758,0.0546099
10.5775,0.0546097
10.5792,0.0546097
10.5808,0.0546099
10.5825,0.05461
10.5842,0.0546106
10.5858,0.0546111
10.5875,0.0546109
10.5891,0.0546111
10.5907,0.0546109
10.5924,0.0546112
10.594,0.0546108
10.5957,0.0546107
10.5973,0.0546111
10.5989,0.054611
10.6014,0.0546114
10.6031,0.0546112
10.6047,0.0546109
10.6063,0.0546112
10.608,0.0546115
10.6097,0.0546124
10.6114,0.0546123
10.613,0.0546126
10.6147,0.0546124
10.6171,0.0546123
10.6187,0.0546125
10.6204,0.0546124
10.6221,0.0546126
10.6237,0.0546125
10.6254,0.0546128
10.6271,0.0546129
10.6287,0.0546131
10.6303,0.0546132
10.6319,0.0546132
10.6335,0.0546136
10.6352,0.0546136
10.6377,0.0546141
10.6393,0.0546137
10.641,0.0546137
10.6427,0.0546139
10.6443,0.0546138
10.646,0.0546139
10.6476,0.054614
10.6493,0.0546141
10.6518,0.0546143
10.6535,0.0546143
10.6553,0.0546142
10.657,0.0546139
10.6595,0.0546141
10.6612,0.0546143
10.6629,0.0546139
10.6646,0.0546147
10.6663,0.0546146
10.6681,0.054615
10.6697,0.0546147
10.6714,0.0546146
10.6739,0.0546151
10.6756,0.0546153
10.6774,0.0546149
10.6791,0.0546147
10.6808,0.0546146
10.6825,0.0546146
10.685,0.0546151
10.6867,0.054615
10.6884,0.0546152
10.6901,0.0546158
10.6927,0.0546158
10.6944,0.0546159
10.6961,0.0546161
10.6977,0.0546164
10.6994,0.0546162
10.7011,0.0546161
10.7028,0.0546161
10.7045,0.0546162
10.7062,0.0546159
10.7087,0.0546163
10.7105,0.0546167
10.7121,0.0546169
10.7138,0.0546169
10.7154,0.0546163
10.7171,0.0546163
10.7188,0.0546164
10.7205,0.0546165
10.7222,0.0546166
10.7247,0.0546166
10.7264,0.0546166
10.7281,0.0546169
10.7298,0.0546174
10.7315,0.0546174
10.7332,0.0546173
10.7349,0.0546171
10.7366,0.0546175
10.7383,0.0546173
10.7409,0.0546178
10.7426,0.0546178
10.7443,0.0546173
10.746,0.0546177
10.7477,0.0546176
10.7494,0.0546182
10.751,0.0546182
10.7527,0.0546183
10.7544,0.0546185
10.7569,0.0546189
10.7586,0.0546189
10.7604,0.0546192
10.7621,0.0546195
10.7638,0.0546198
10.7654,0.0546198
10.7671,0.0546195
10.7696,0.0546195
10.7713,0.054619
10.7729,0.0546195
10.7746,0.0546195
10.7763,0.0546199
10.778,0.0546201
10.7797,0.0546203
10.7814,0.0546202
10.7839,0.0546207
10.7856,0.0546208
10.7873,0.0546214
10.7889,0.0546212
10.7906,0.0546212
10.7923,0.0546208
10.794,0.0546209
10.7957,0.0546206
10.7982,0.054621
10.7999,0.0546211
10.8016,0.0546214
10.8033,0.0546211
10.8051,0.0546212
10.8067,0.0546214
10.8084,0.054621
10.81,0.0546213
10.8117,0.0546214
10.8143,0.0546212
10.8159,0.0546211
10.8176,0.0546217
10.8193,0.0546219
10.8209,0.0546218
10.8226,0.0546222
10.8243,0.054622
10.826,0.054622
10.8277,0.0546217
10.8302,0.0546218
10.8318,0.054623
10.8335,0.0546228
10.8352,0.0546227
10.8369,0.0546226
10.8386,0.0546223
10.841,0.0546222
10.8427,0.0546222
10.8444,0.0546224
10.8461,0.0546222
10.8486,0.0546221
10.8503,0.0546228
10.852,0.054623
10.8536,0.0546229
10.8553,0.0546229
10.857,0.0546233
10.8586,0.0546236
10.8604,0.0546232
10.8621,0.0546234
10.8646,0.0546238
10.8662,0.0546238
10.8679,0.0546235
10.8696,0.0546241
10.8713,0.0546238
10.873,0.0546235
10.8747,0.0546238
10.8763,0.0546238
10.878,0.0546235
10.8806,0.0546233
10.8823,0.0546235
10.8839,0.0546235
10.8855,0.0546231
10.8872,0.0546233
10.8889,0.0546232
10.8906,0.0546232
10.8923,0.0546234
10.8948,0.0546231
10.8965,0.0546235
10.8982,0.0546235
10.8999,0.054624
10.9016,0.054624
10.9034,0.054624
10.9051,0.054624
10.9068,0.0546239
10.9084,0.0546242
10.9101,0.0546243
10.9126,0.0546241
10.9135,0.0546245
10.9152,0.0546245
10.9168,0.054625
10.9193,0.0546246
10.9201,0.0546243
10.9218,0.0546246
10.9243,0.0546245
10.9259,0.0546244
10.9276,0.0546245
10.9293,0.0546245
10.9309,0.0546248
10.9326,0.0546251
10.9342,0.0546246
10.9359,0.0546251
10.9377,0.0546252
10.9394,0.0546254
10.941,0.0546251
10.9426,0.0546253
10.9443,0.0546253
10.946,0.0546254
10.9486,0.0546255
10.9502,0.0546255
10.9519,0.0546254
10.9536,0.0546256
10.9552,0.0546259
10.9578,0.0546259
10.9595,0.0546257
10.9611,0.0546258
10.9629,0.0546259
10.9646,0.0546257
10.9662,0.054626
10.9678,0.0546261
10.9695,0.0546258
10.9712,0.0546258
10.9729,0.054626
10.9746,0.0546262
10.9762,0.0546263
10.9779,0.0546265
10.9805,0.0546263
10.9822,0.0546266
10.9838,0.0546262
10.9854,0.0546262
10.9871,0.0546263
10.9888,0.0546262
10.9913,0.0546263
10.993,0.0546264
10.9947,0.0546266
10.9963,0.0546268
10.998,0.0546265
11.0005,0.054627
11.0022,0.0546272
11.0039,0.0546274
11.0056,0.0546274
11.0072,0.054628
11.0089,0.054628
11.0105,0.0546278
11.0122,0.0546277
11.0139,0.0546277
11.0155,0.0546277
11.0172,0.0546279
11.0197,0.0546279
11.0214,0.0546283
11.023,0.0546283
11.0247,0.0546284
11.0272,0.0546286
11.0289,0.0546285
11.0306,0.0546283
11.0323,0.0546287
11.0339,0.0546287
11.0365,0.0546287
11.0382,0.0546289
11.0398,0.0546289
11.0415,0.0546295
11.044,0.0546294
11.0457,0.0546296
11.0475,0.0546297
11.0491,0.0546298
11.0508,0.0546297
11.0525,0.05463
11.0541,0.0546297
11.0558,0.0546301
11.0575,0.0546301
11.06,0.0546303
11.0617,0.0546304
11.0634,0.0546302
11.0651,0.0546304
11.0667,0.0546302
11.0683,0.0546301
11.07,0.0546299
11.0717,0.0546302
11.0733,0.0546301
11.0759,0.0546303
11.0775,0.0546303
11.0792,0.0546301
11.081,0.0546301
11.0826,0.0546304
11.0843,0.0546302
11.0859,0.0546304
11.0876,0.0546304
11.0893,0.0546304
11.0918,0.0546306
11.0935,0.0546306
11.0952,0.0546307
11.0969,0.0546307
11.0986,0.0546303
11.1003,0.0546303
11.1019,0.0546305
11.1036,0.0546304
11.1053,0.0546304
11.1078,0.0546307
11.1095,0.0546303
11.1112,0.0546302
11.1129,0.0546302
11.1146,0.0546301
11.1163,0.0546304
11.1179,0.0546306
11.1196,0.0546306
11.1213,0.0546304
11.1238,0.0546309
11.1255,0.0546307
11.1271,0.054631
11.1287,0.0546311
11.1304,0.0546313
11.1321,0.0546316
11.1338,0.0546317
11.1355,0.0546314
11.1371,0.0546318
11.1396,0.0546315
11.1413,0.0546314
11.143,0.0546313
11.1446,0.0546315
11.1463,0.0546318
11.1479,0.0546322
11.1496,0.0546321
11.1521,0.0546323
11.1538,0.0546324
11.1556,0.0546327
11.1572,0.0546323
11.1589,0.0546325
11.1605,0.0546324
11.1622,0.0546324
11.1639,0.0546324
11.1664,0.0546326
11.1681,0.0546328
11.1697,0.054633
11.1714,0.0546331
11.1731,0.0546329
11.1748,0.0546332
11.1764,0.0546333
11.1781,0.0546338
11.1798,0.0546337
11.1823,0.054634
11.184,0.0546344
11.1857,0.0546346
11.1873,0.0546342
11.189,0.0546348
11.1907,0.0546345
11.1923,0.0546343
11.194,0.0546347
11.1957,0.0546347
11.1975,0.0546345
11.2,0.0546347
11.2016,0.0546347
11.2033,0.0546346
11.205,0.0546352
11.2066,0.054635
11.2083,0.054635
11.21,0.0546353
11.2117,0.0546353
11.2142,0.0546356
11.2159,0.0546358
11.2176,0.0546356
11.2193,0.0546356
11.221,0.0546357
11.2227,0.0546355
11.2252,0.0546355
11.2268,0.0546357
11.2285,0.0546362
11.2302,0.054636
11.2328,0.054636
11.2344,0.0546361
11.2361,0.0546364
11.2377,0.0546359
11.2394,0.0546359
11.241,0.0546358
11.2427,0.054636
11.2443,0.0546361
11.246,0.0546361
11.2477,0.0546359
11.2493,0.0546363
11.251,0.0546359
11.2527,0.0546357
11.2544,0.0546362
11.257,0.0546357
11.2586,0.0546355
11.2603,0.0546359
11.262,0.0546359
11.2645,0.0546357
11.2662,0.0546363
11.2678,0.0546362
11.2695,0.0546359
11.2711,0.054636
11.2728,0.0546361
11.2745,0.0546362
11.2762,0.0546357
11.2779,0.0546361
11.2803,0.0546359
11.282,0.0546363
11.2837,0.0546362
11.2853,0.0546366
11.287,0.0546366
11.2887,0.0546362
11.2904,0.0546367
11.292,0.0546368
11.2937,0.0546366
11.2954,0.0546368
11.2971,0.0546371
11.2987,0.0546375
11.3004,0.0546374
11.302,0.0546374
11.3037,0.0546375
11.3062,0.0546374
11.3079,0.0546377
11.3096,0.054638
11.3113,0.0546379
11.313,0.0546378
11.3147,0.054638
11.3164,0.0546381
11.3181,0.0546382
11.3197,0.0546379
11.3213,0.0546377
11.3237,0.0546379
11.3254,0.0546379
11.3271,0.0546382
11.3287,0.0546383
11.3305,0.0546384
11.3321,0.0546386
11.3338,0.0546385
11.3363,0.0546387
11.3379,0.0546385
11.3396,0.0546386
11.3413,0.0546386
11.343,0.0546391
11.3446,0.0546388
11.3463,0.0546391
11.348,0.0546391
11.3497,0.0546387
11.3523,0.054639
11.3539,0.0546393
11.3556,0.0546394
11.3573,0.0546395
11.3589,0.0546396
11.3605,0.0546392
11.3622,0.0546396
11.3639,0.0546398
11.3664,0.0546397
11.368,0.05464
11.3697,0.0546403
11.3713,0.0546403
11.373,0.05464
11.3748,0.0546403
11.3773,0.0546401
11.379,0.05464
11.3807,0.0546404
11.3824,0.0546402
11.3849,0.0546402
11.3866,0.0546404
11.3883,0.0546402
11.39,0.0546403
11.3916,0.0546404
11.3932,0.0546405
11.3949,0.0546404
11.3966,0.0546402
11.3992,0.0546405
11.4009,0.0546404
11.4025,0.0546399
11.4042,0.0546398
11.4059,0.0546401
11.4076,0.0546405
11.41,0.054641
11.4116,0.0546408
11.4133,0.0546406
11.415,0.0546412
11.4176,0.0546408
11.4192,0.0546408
11.4208,0.0546409
11.4225,0.0546407
11.4242,0.0546408
11.4259,0.0546407
11.4275,0.0546407
11.4291,0.0546407
11.4308,0.0546411
11.4333,0.054641
11.435,0.0546409
11.4366,0.0546409
11.4383,0.0546406
11.44,0.054641
11.4417,0.0546411
11.4434,0.0546411
11.4451,0.0546408
11.4476,0.0546409
11.4493,0.054641
11.451,0.0546411
11.4527,0.0546408
11.4545,0.054641
11.4562,0.054641
11.458,0.0546412
11.4597,0.0546416
11.4614,0.0546413
11.464,0.0546415
11.4657,0.0546416
11.4675,0.0546418
11.4692,0.0546417
11.471,0.0546419
11.4727,0.054642
11.4744,0.0546418
11.4762,0.0546424
11.4779,0.0546424
11.4805,0.0546423
11.4822,0.0546421
11.4839,0.0546421
11.4856,0.0546422
11.4873,0.0546425
11.489,0.0546424
11.4907,0.0546424
11.4933,0.0546426
11.495,0.0546423
11.4967,0.0546423
11.4984,0.0546426
11.5001,0.0546426
11.5019,0.0546428
11.5036,0.0546429
11.5053,0.0546433
11.507,0.054643
11.5086,0.0546426
11.5103,0.0546428
11.5121,0.0546433
11.5138,0.054643
11.5155,0.0546431
11.5172,0.0546432
11.5189,0.0546434
11.5206,0.0546437
11.5232,0.0546434
11.525,0.0546432
11.5267,0.0546432
11.5284,0.054643
11.5301,0.0546433
11.5317,0.054643
11.5335,0.0546431
11.5352,0.0546432
11.5369,0.0546433
11.5394,0.0546431
11.5411,0.0546432
11.5429,0.0546433
11.5446,0.0546438
11.5463,0.0546438
11.5481,0.0546437
11.5497,0.0546438
11.5514,0.0546436
11.5531,0.0546434
11.5548,0.0546436
11.5573,0.0546437
11.559,0.0546438
11.5607,0.0546441
11.5624,0.0546441
11.5641,0.0546439
11.5658,0.0546438
11.5676,0.0546442
11.5693,0.0546443
11.571,0.0546442
11.5735,0.0546444
11.5752,0.0546449
11.5769,0.0546448
11.5786,0.054645
11.5803,0.0546449
11.5819,0.054645
11.5836,0.0546451
11.5854,0.0546451
11.5872,0.0546449
11.5897,0.054645
11.5914,0.0546449
11.5931,0.0546447
11.5948,0.054645
11.5964,0.0546447
11.5981,0.0546448
11.5998,0.0546449
11.6015,0.0546451
11.604,0.054645
11.6057,0.0546449
11.6074,0.0546452
11.6091,0.0546453
11.6108,0.0546457
11.6125,0.0546458
11.6142,0.0546459
11.6159,0.0546461
11.6176,0.0546459
11.6202,0.0546462
11.6219,0.0546463
11.6235,0.0546464
11.6252,0.0546465
11.6269,0.0546465
11.6285,0.0546468
11.631,0.0546469
11.6327,0.0546469
11.6344,0.0546471
11.6361,0.0546473
11.6387,0.0546472
11.6404,0.0546474
11.6421,0.0546476
11.6438,0.0546474
11.6454,0.0546475
11.6471,0.0546477
11.6488,0.0546482
11.6505,0.0546479
11.6522,0.054648
11.6547,0.0546479
11.6564,0.054648
11.6581,0.0546482
11.6598,0.054648
11.6615,0.0546484
11.6632,0.0546482
11.6649,0.0546481
11.6666,0.0546485
11.6683,0.0546485
11.6708,0.0546487
11.6716,0.0546488
11.6742,0.054649
11.6758,0.054649
11.6775,0.0546492
11.6793,0.0546492
11.6809,0.0546493
11.6826,0.0546492
11.6843,0.0546493
11.686,0.0546493
11.6877,0.0546495
11.6894,0.0546495
11.6911,0.0546492
11.6927,0.0546495
11.6944,0.0546497
11.6962,0.0546496
11.6987,0.0546497
11.7004,0.0546499
11.7021,0.0546502
11.7038,0.0546502
11.7054,0.0546501
11.7071,0.05465
11.7087,0.05465
11.7112,0.0546502
11.713,0.0546502
11.7147,0.0546504
11.7164,0.0546504
11.7181,0.0546501
11.7198,0.0546502
11.7214,0.05465
11.7231,0.05465
11.7248,0.05465
11.7273,0.0546503
11.729,0.0546503
11.7308,0.0546501
11.7325,0.0546504
11.7342,0.0546503
11.7359,0.0546503
11.7384,0.0546503
11.7401,0.0546506
11.7418,0.0546509
11.7435,0.054651
11.7452,0.0546508
11.7468,0.0546508
11.7485,0.0546509
11.7502,0.0546507
11.7519,0.0546509
11.7535,0.0546508
11.7552,0.054651
11.7569,0.0546507
11.7586,0.054651
11.7602,0.054651
11.7619,0.0546515
11.7636,0.0546512
11.7653,0.0546508
11.7669,0.0546505
11.7695,0.0546504
11.7712,0.0546507
11.7729,0.0546509
11.7745,0.0546511
11.7762,0.054651
11.7778,0.0546514
11.7795,0.0546513
11.7812,0.0546509
11.7837,0.0546511
11.7854,0.0546508
11.787,0.0546517
11.7886,0.0546514
11.7904,0.0546516
11.7921,0.0546518
11.7946,0.0546519
11.7963,0.0546522
11.798,0.0546521
11.7997,0.0546521
11.8013,0.0546522
11.8029,0.0546521
11.8046,0.0546518
11.8062,0.0546514
11.8086,0.0546519
11.8102,0.0546518
11.8118,0.0546519
11.8134,0.0546519
11.8158,0.0546521
11.8173,0.0546525
11.8188,0.0546525
11.8204,0.0546524
11.8219,0.0546527
11.8234,0.0546529
11.8249,0.0546531
11.8264,0.0546531
11.8287,0.0546529
11.8302,0.0546532
11.8316,0.0546534
11.833,0.0546534
11.8344,0.0546537
11.8358,0.0546536
11.8379,0.0546534
11.8393,0.0546538
11.8407,0.0546538
11.8421,0.0546538
11.8441,0.0546542
11.8455,0.0546542
11.8468,0.0546543
11.8481,0.0546538
11.8495,0.054654
11.8508,0.0546541
11.8521,0.0546539
11.8534,0.0546538
11.8547,0.054654
11.8566,0.054654
11.8572,0.0546539
11.8584,0.0546539
11.8596,0.054654
11.8608,0.0546538
11.8626,0.0546539
11.8638,0.0546538
11.8649,0.0546542
11.8661,0.0546543
11.868,0.0546544
11.8692,0.0546544
11.8703,0.0546544
11.8715,0.0546545
11.8726,0.0546545
11.8737,0.0546547
11.8748,0.0546548
11.8759,0.0546551
11.877,0.0546552
11.8787,0.0546555
11.8797,0.0546553
11.8808,0.0546557
11.8818,0.0546553
11.8828,0.0546555
11.8839,0.0546553
11.885,0.0546556
11.886,0.0546558
11.8875,0.0546557
11.8886,0.0546556
11.8896,0.0546554
11.8906,0.0546557
11.8916,0.0546557
11.8926,0.0546557
11.8935,0.054656
11.8949,0.054656
11.8958,0.0546558
11.8968,0.0546558
11.8977,0.0546556
11.8987,0.0546553
11.8996,0.0546555
